Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM)
EBZ.F,China Gas Holdings Limited,1.0900,+0.0100,+0.93%,700,55,5.966B,7.27
BXR.F,Brixmor Property Group Inc.,19.50,0.00,0.00%,850,0,5.945B,16.53
3PL.F,"Planet Fitness, Inc.",63.00,-0.50,-0.79%,28,2,5.689B,54.78
FMNB.F,Leonardo S.p.a.,10.24,0.00,0.00%,700,"1,690",5.939B,6.56
RRTU.F,RTL Group S.A.,3.6200,-0.0600,-1.63%,350,11,5.935B,8.42
TRR.F,"Trex Company, Inc.",53.58,0.00,0.00%,100,24,5.926B,41.22
FMN.F,Leonardo S.p.a.,5.05,0.00,0.00%,211,52,5.915B,6.56
RRTL.DE,RTL Group S.A.,37.80,-0.54,-1.41%,"30,114","58,936",5.914B,8.79
RRTL.F,RTL Group S.A.,37.76,-0.24,-0.63%,856,"1,535",5.908B,8.84
2HL.F,"Houlihan Lokey, Inc.",85.70,-0.50,-0.58%,59,3,5.904B,24.35
MTT.F,"Mattel, Inc.",16.67,-0.40,-2.34%,100,32,5.9B,23.48
HL9.MU,Holmen AB (publ),18.20,0.00,0.00%,N/A,0,5.897B,11.90
GTN.F,Getinge AB (publ),21.65,+0.41,+1.93%,20,16,5.889B,27.06
7A6.F,Antero Resources Corporation,19.62,+0.78,+4.14%,120,12,5.889B,3.01
M07.F,MSA Safety Incorporated,147.00,0.00,0.00%,9,6,5.887B,N/A
1MU.F,Murphy USA Inc.,267.20,-2.40,-0.89%,30,2,5.853B,10.75
2SI.F,Stifel Financial Corp.,55.00,0.00,0.00%,10,7,5.881B,11.16
3M0.F,"Meiji Holdings Co., Ltd.",20.60,0.00,0.00%,40,9,5.875B,11.26
AMK.F,"Amkor Technology, Inc.",23.80,-0.60,-2.46%,"1,000",0,5.873B,10.08
ADH2.F,Air Canada,16.22,-0.00,-0.01%,400,66,5.873B,N/A
CP9.SG,Cyfrowy Polsat S.A.,3.5170,-0.2860,-7.52%,0,0,3.111B,7.65
6E2.F,Endeavour Mining plc,23.20,-0.10,-0.43%,50,469,5.872B,N/A
CYB.F,CyberArk Software Ltd.,139.30,+2.20,+1.60%,40,6,5.868B,N/A
TKK1.F,Taisei Corporation,30.80,0.00,0.00%,90,11,5.867B,14.39
MWK.F,"Mohawk Industries, Inc.",92.00,+1.50,+1.66%,60,2,5.859B,N/A
BPM.F,Banco BPM S.p.A.,3.8870,+0.0430,+1.12%,"6,000",210,5.856B,8.27
NSC.F,Nissan Chemical Corporation,41.20,-0.40,-0.96%,59,47,5.852B,19.81
TQI.DE,Telecom Italia S.p.A.,0.2800,+0.0275,+10.89%,482,"60,761",5.851B,N/A
EFGD.F,Eurobank Ergasias Services and Holdings S.A.,1.5290,-0.0045,-0.29%,"2,000","6,625",5.85B,4.50
GTN0.MU,Getinge AB (publ),21.40,0.00,0.00%,55,0,5.829B,26.42
7CD.SG,CD Projekt S.A.,38.11,+0.36,+0.95%,0,79,4.487B,107.05
1T1.F,TechnipFMC plc,13.19,-0.10,-0.75%,175,222,5.826B,N/A
3M00.F,"Meiji Holdings Co., Ltd.",10.10,0.00,0.00%,N/A,0,5.818B,10.86
9SG.HM,Seven Group Holdings Limited,16.00,+0.30,+1.91%,15,0,5.839B,N/A
9SG.F,Seven Group Holdings Limited,16.00,+0.30,+1.91%,100,22,5.839B,N/A
WN6.F,carsales.com Ltd,15.20,+0.40,+2.70%,75,1,5.811B,16.34
SUI.F,"Sekisui Chemical Co., Ltd.",13.20,0.00,0.00%,156,6,5.785B,11.28
FNL.F,Fresnillo plc,7.84,0.00,0.00%,"2,850",668,5.779B,22.41
B15A.F,BRP Inc.,74.00,+1.00,+1.37%,72,2,5.776B,9.59
SAR.F,"ZOZO, Inc.",18.80,-0.10,-0.53%,1,5,5.774B,21.61
RS1.DE,RH,254.95,+6.45,+2.60%,70,17,5.762B,18.79
CTY.F,Cathay Pacific Airways Limited,0.8770,+0.0100,+1.15%,125,91,5.757B,N/A
UX2A.F,"XPO, Inc.",47.60,+0.40,+0.85%,10,44,5.757B,34.74
MS3.F,MISUMI Group Inc.,19.70,0.00,0.00%,3,0,5.756B,22.91
2R7.F,Azelis Group NV,22.62,-0.04,-0.18%,213,18,5.754B,25.42
TKK.F,Taisei Corporation,7.35,+0.05,+0.68%,N/A,0,5.752B,13.87
NO8.F,NOV Inc.,14.40,+0.40,+2.86%,"10,200",216,5.751B,18.46
9AA.F,Airtel Africa Plc,1.5300,+0.0200,+1.32%,"1,767",434,5.75B,9.00
VAS.F,Voestalpine AG,32.74,0.00,0.00%,39,267,5.748B,6.05
4HO.F,TIS Inc.,23.40,0.00,0.00%,4,7,5.747B,21.08
3RH.F,"GMO Payment Gateway, Inc.",75.00,0.00,0.00%,2,1,5.744B,36.59
VSP.F,"Starwood Property Trust, Inc.",17.66,-0.06,-0.34%,56,11,5.74B,10.21
UK2.F,Shandong Weigao Group Medical Polymer Company Limited,1.2000,-0.0100,-0.83%,"4,019",71,5.736B,15.00
VASS.F,Voestalpine AG,6.30,-0.10,-1.56%,131,2,5.736B,5.73
LC0A.SG,Luckin Coffee Inc.,20.60,-1.40,-6.36%,0,"1,254",5.684B,47.91
A16.F,ASR Nederland N.V.,38.32,-0.20,-0.52%,10,141,5.717B,8.77
EVD.F,CTS Eventim AG & Co. KGaA,59.50,0.00,0.00%,316,64,5.711B,38.89
EVD.DE,CTS Eventim AG & Co. KGaA,59.35,-1.00,-1.66%,"313,929","132,467",5.702B,41.80
FT2.F,First Horizon Corporation,10.60,+0.20,+1.92%,400,14,5.701B,6.84
E57.F,Sunshine Insurance Group Company Limited,0.4780,-0.0160,-3.24%,N/A,0,5.7B,7.97
7IG.F,International Game Technology PLC,28.40,0.00,0.00%,100,0,5.699B,28.69
9TX.F,TMX Group Limited,19.90,-0.30,-1.49%,10,1,5.699B,21.63
HL9D.F,Holmen AB (publ),35.20,-0.30,-0.85%,50,0,5.694B,11.35
JEP.F,SalMar ASA,39.22,-1.11,-2.75%,"1,121",222,5.692B,14.69
CMA.F,"Mapfre, S.A.",3.5400,-0.0200,-0.56%,N/A,0,5.691B,8.43
CTYA.F,Cathay Pacific Airways Limited,4.1800,0.0000,0.00%,25,0,5.691B,N/A
CB5.F,"Commerce Bancshares, Inc.",45.60,+0.60,+1.33%,81,2,5.687B,12.49
TKH.F,The Timken Company,78.50,+1.00,+1.29%,150,2,5.683B,14.84
9AA0.F,Airtel Africa Plc,14.80,0.00,0.00%,14,0,5.671B,8.97
MZA.F,Mazda Motor Corporation,9.00,0.00,0.00%,302,96,5.669B,5.36
8BU.F,Brunello Cucinelli S.p.A.,83.40,-1.20,-1.42%,50,41,5.667B,68.36
CMAB.F,"Mapfre, S.A.",1.8410,-0.0060,-0.32%,31,"1,744",5.667B,8.77
KTC.F,KT Corporation,11.00,-0.10,-0.90%,200,36,5.667B,6.71
OS70.F,Chord Energy Corporation,135.20,0.00,0.00%,10,0,5.664B,2.87
8IG.F,Interpump Group S.p.A.,51.76,-0.08,-0.15%,5,11,5.662B,19.61
I3N.F,"Chart Industries, Inc.",132.50,+1.50,+1.15%,13,8,5.661B,118.30
B1X.F,RBC Bearings Incorporated,195.00,-2.00,-1.02%,7,0,5.66B,41.49
RS1.F,RH,256.70,+4.35,+1.72%,10,1,5.661B,18.24
AGL.F,Agree Realty Corporation,59.60,0.00,0.00%,17,3,5.66B,35.90
23I.F,"Intra-Cellular Therapies, Inc.",58.70,0.00,0.00%,45,10,5.654B,N/A
PD3.F,"PDC Energy, Inc.",64.95,-0.10,-0.15%,16,4,5.649B,3.00
NCO.F,Nedbank Group Limited,11.30,0.00,0.00%,"1,232",62,5.648B,7.79
4FO.F,"Industrias Peñoles, S.A.B. de C.V.",14.20,0.00,0.00%,400,128,5.644B,50.71
4BW.F,"BWX Technologies, Inc.",61.00,-0.40,-0.65%,20,0,5.641B,24.90
HCM.F,"Hitachi Construction Machinery Co., Ltd.",26.40,0.00,0.00%,4,28,5.641B,11.38
HXL.SG,Hexcel Corporation,66.50,0.00,0.00%,0,1,5.638B,40.80
HXL.F,Hexcel Corporation,66.00,0.00,0.00%,150,5,5.638B,40.49
8A2.F,Altair Engineering Inc.,69.50,0.00,0.00%,10,2,5.637B,N/A
OFK.F,Orion Oyj,39.52,0.00,0.00%,300,14,5.635B,16.54
MJB.SG,Mirvac Group,1.3860,+0.0108,+0.79%,0,0,5.633B,17.33
3YZ.F,CTP N.V.,12.64,-0.16,-1.25%,375,88,5.613B,5.69
JE2.F,Jiangsu Expressway Company Limited,0.8450,-0.0100,-1.17%,"1,400",25,5.63B,7.68
4GO.F,"Impulsora del Desarrollo y el Empleo en América Latina, S.A.B. de C.V.",1.9200,-0.0100,-0.52%,"2,122",37,5.629B,9.14
EX9.F,"Exelixis, Inc.",17.28,+0.10,+0.58%,20,11,5.629B,40.20
3GY.F,GCL Technology Holdings Limited,0.1940,+0.0135,+7.48%,"6,000",756,5.627B,2.43
BWI.F,Brunswick Corporation,78.50,+0.50,+0.64%,1,0,5.623B,10.48
NF0.F,New Fortress Energy Inc.,26.80,0.00,0.00%,58,5,5.621B,55.83
AZZ2.F,Addtech AB (publ.),20.20,-0.06,-0.30%,250,48,5.619B,48.10
2R7.SG,Azelis Group NV,22.66,+0.10,+0.44%,0,3,5.618B,24.37
ASI1.F,ASICS Corporation,27.80,0.00,0.00%,35,41,5.221B,28.08
HL9C.F,Holmen AB (publ),35.17,-0.19,-0.54%,100,14,5.605B,11.49
OFK0.F,Orion Oyj,18.80,0.00,0.00%,20,0,5.604B,15.93
0L8.F,"Lantheus Holdings, Inc.",81.96,+2.40,+3.02%,15,49,5.601B,N/A
MZA0.F,Mazda Motor Corporation,4.2200,-0.1200,-2.76%,150,0,5.592B,4.91
BDSB.F,"Banco de Sabadell, S.A.",0.9972,-0.0083,-0.83%,500,"4,087",5.587B,6.65
TE8A.F,Temenos AG,74.00,-3.00,-3.90%,9,0,5.586B,49.66
NYT.F,The New York Times Company,34.02,-0.02,-0.06%,10,4,5.576B,31.79
JEPA.SG,SalMar ASA,9.20,-0.35,-3.66%,0,0,5.573B,13.73
07Z0.F,"Lepu Medical Technology (Beijing) Co., Ltd.",14.10,0.00,0.00%,N/A,0,5.553B,88.13
0V4.F,Valvoline Inc.,33.60,0.00,0.00%,135,2,5.577B,57.93
B6E.F,Swedish Orphan Biovitrum AB (publ),18.76,-0.14,-0.74%,500,17,5.564B,20.62
I7B0.MU,"Idemitsu Kosan Co.,Ltd.",9.60,0.00,0.00%,N/A,0,5.555B,2.60
1GSN.F,Novanta Inc.,154.00,-1.00,-0.65%,5,0,5.553B,81.48
0QP.F,"Qingdao Port International Co., Ltd.",0.5050,-0.0050,-0.98%,"3,650",65,5.461B,5.61
4XY.F,APi Group Corporation,22.80,-0.40,-1.72%,200,21,5.4B,103.64
IO4.MU,ITOCHU Techno-Solutions Corporation,24.00,-0.20,-0.83%,23,58,5.546B,27.91
4OQ1.F,AGNC Investment Corp.,9.22,-0.10,-1.03%,990,"1,634",5.545B,N/A
6SY.F,"Shengjing Bank Co., Ltd.",0.6200,0.0000,0.00%,20,0,5.529B,62.00
OBA.F,Obayashi Corporation,7.60,0.00,0.00%,303,5,5.526B,14.07
ASI.F,ASICS Corporation,27.80,+0.40,+1.46%,77,1,5.258B,28.08
16A.F,Clarivate Plc,7.90,0.00,0.00%,220,3,5.505B,N/A
0GS.F,"Guidewire Software, Inc.",67.00,0.00,0.00%,12,0,5.519B,N/A
42W.F,The Weir Group PLC,21.00,-0.40,-1.87%,250,8,5.517B,21.43
VI1.F,"Valmont Industries, Inc.",262.00,+2.00,+0.77%,6,0,5.517B,22.94
7MP.F,M&G plc,2.3250,-0.0450,-1.90%,"4,013","5,140",5.513B,N/A
GM0N.F,"Globus Medical, Inc.",53.50,+1.50,+2.88%,4,0,5.509B,29.08
85S.F,Science Applications International Corporation,98.50,0.00,0.00%,50,1,5.384B,18.07
3K1.F,Kingsoft Corporation Limited,4.0000,+0.2800,+7.53%,5,21,5.508B,N/A
E5M.F,Eagle Materials Inc.,154.00,0.00,0.00%,45,0,5.505B,13.28
T0T.F,"Keda Industrial Group Co., Ltd.",14.10,0.00,0.00%,500,0,5.495B,11.02
2WY.F,"Wyndham Hotels & Resorts, Inc.",63.50,0.00,0.00%,100,0,5.491B,19.30
C4S1.F,China State Construction International Holdings Limited,1.0800,+0.0400,+3.85%,220,653,5.49B,N/A
W3W.F,"Watts Water Technologies, Inc.",162.00,0.00,0.00%,32,2,5.489B,22.50
MUQ.F,Murphy Oil Corporation,35.14,+0.52,+1.50%,250,0,5.485B,4.64
NCYD.F,Tele2 AB (publ),7.94,-0.00,-0.03%,"1,181",94,5.484B,18.05
NAGF.F,National Bank of Greece S.A.,5.99,0.00,0.00%,"2,760","1,871",5.482B,5.30
KIN2.DE,Kinross Gold Corporation,4.4580,-0.0740,-1.63%,"1,119","13,694",5.473B,148.60
NY41.F,"Clearway Energy, Inc.",27.25,-0.10,-0.37%,106,23,5.462B,5.58
KGHA.F,KGHM Polska Miedz S.A.,26.87,+0.26,+0.98%,500,196,5.46B,7.95
SW5.F,Southwestern Energy Company,4.9550,+0.1500,+3.12%,429,79,5.457B,0.92
HCMA.F,"Hitachi Construction Machinery Co., Ltd.",49.20,-1.30,-2.57%,25,1,5.454B,10.47
LV2B.F,Levi Strauss & Co.,13.65,-0.21,-1.52%,6,203,5.453B,11.87
KIN2.F,Kinross Gold Corporation,4.4060,-0.0560,-1.26%,900,"5,992",5.453B,146.87
7QF.MU,Aker Horizons ASA,0.6965,0.0000,0.00%,"1,500",44,5.446B,N/A
NXZ.F,"Nexstar Media Group, Inc.",151.65,-0.95,-0.62%,17,1,5.438B,7.71
I7B.F,"Idemitsu Kosan Co.,Ltd.",18.40,-0.10,-0.54%,10,6,5.437B,2.48
1MU.SG,Murphy USA Inc.,265.00,-4.00,-1.49%,0,0,5.757B,10.00
ISI.F,"Ionis Pharmaceuticals, Inc.",37.98,+0.35,+0.93%,100,39,5.435B,N/A
BJR.F,BOK Financial Corporation,81.50,0.00,0.00%,10,0,5.438B,9.55
49K.SG,KOSÉ Corporation,93.50,+3.00,+3.31%,0,0,5.424B,55.00
7MR.F,Matador Resources Company,45.50,-0.02,-0.04%,50,3,5.423B,4.99
FPE3.DE,Fuchs Petrolub SE,34.58,-0.46,-1.31%,"98,783","107,393",4.254B,17.35
TJW.F,"Light & Wonder, Inc.",59.50,-0.50,-0.83%,10,0,5.422B,N/A
NY4B.F,"Clearway Energy, Inc.",26.20,-0.20,-0.76%,100,13,5.419B,5.35
LHV.SG,"ExlService Holdings, Inc.",139.00,+1.00,+0.72%,0,4,4.617B,37.07
SV2.F,"Selective Insurance Group, Inc.",89.50,-0.50,-0.56%,150,5,5.414B,23.37
WPHB.F,Warehouses De Pauw NV/SA,26.12,-0.04,-0.15%,100,1,5.41B,13.82
MIF0.F,MINISO Group Holding Limited,4.1400,0.0000,0.00%,"5,008",118,5.409B,27.60
CXGH.F,"Xinjiang Goldwind Science & Technology Co., Ltd.",0.6838,-0.0202,-2.87%,"100,200","2,978",5.406B,9.77
NZT.F,Spark New Zealand Limited,2.8600,-0.0200,-0.69%,"2,362",42,5.405B,8.94
NZTA.SG,Spark New Zealand Limited,14.30,-0.10,-0.69%,0,3,5.405B,8.83
NCY.F,Tele2 AB (publ),3.7400,-0.0800,-2.09%,525,21,5.395B,17.00
RL1.F,RLI Corp.,117.00,-1.00,-0.85%,10,13,5.39B,9.33
9CF.F,"Comfort Systems USA, Inc.",148.00,0.00,0.00%,56,11,5.39B,27.06
CC5.F,"Coca-Cola Consolidated, Inc.",580.00,-15.00,-2.52%,95,4,5.388B,12.90
TQIR.F,Telecom Italia S.p.A.,0.2484,+0.0018,+0.73%,"3,500",0,5.383B,N/A
TJW0.F,"Light & Wonder, Inc.",59.00,0.00,0.00%,N/A,0,5.376B,N/A
WF90.MU,Worley Limited,10.10,0.00,0.00%,N/A,0,5.376B,N/A
EI4.F,"Square Enix Holdings Co., Ltd.",44.40,-0.02,-0.05%,30,2,5.374B,14.23
NAG.F,National Bank of Greece S.A.,5.65,-0.05,-0.88%,N/A,0,5.365B,5.04
61F.F,Element Fleet Management Corp.,13.60,-0.10,-0.73%,132,2,5.305B,20.00
3G3B.F,"Gruma, S.A.B. de C.V.",14.50,-0.30,-2.03%,10,41,5.364B,17.47
3ZT.F,Reynolds Consumer Products Inc.,25.40,0.00,0.00%,130,0,5.363B,25.66
QB3.F,Quebecor Inc.,23.00,0.00,0.00%,784,0,5.353B,12.71
SOH1.F,Soitec S.A.,150.45,+2.80,+1.90%,1,19,5.352B,26.03
SKNB.F,Skanska AB (publ),12.74,+0.01,+0.08%,80,189,5.348B,8.01
SKN.F,Skanska AB (publ),12.20,-0.10,-0.81%,20,0,5.343B,7.67
TQI.F,Telecom Italia S.p.A.,0.2476,+0.0003,+0.12%,"65,000","2,978",5.343B,N/A
SNS.F,Sonoco Products Company,54.50,0.00,0.00%,3,2,5.339B,11.62
541.F,ADT Inc.,5.60,0.00,0.00%,20,7,5.339B,186.67
Y1F.F,First American Financial Corporation,51.50,+0.50,+0.98%,30,1,5.335B,27.39
DCC.F,DCC plc,53.50,+0.50,+0.94%,244,8,5.333B,13.61
TQIA.F,Telecom Italia S.p.A.,2.4800,0.0000,0.00%,210,0,5.332B,N/A
TQI1.F,Telecom Italia S.p.A.,2.5000,+0.0200,+0.81%,"1,000",17,5.331B,N/A
GUG.F,Guangdong Investment Limited,0.7995,0.0000,0.00%,"3,062",411,5.326B,8.88
EWG.F,Wingstop Inc.,171.00,-4.00,-2.29%,10,4,5.326B,94.48
KFI1.F,Kingfisher plc,2.7470,0.0000,0.00%,"2,500",80,5.32B,10.17
3U6.F,UGI Corporation,25.41,-0.28,-1.09%,34,327,5.319B,N/A
2XT.F,DXC Technology Company,25.24,+0.41,+1.65%,200,30,5.319B,N/A
1WF.F,Wayfair Inc.,47.75,-0.80,-1.65%,14,45,5.309B,N/A
59G.F,"Kobe Bussan Co., Ltd.",23.80,-0.20,-0.83%,130,0,5.307B,46.67
QL1A.F,QuidelOrtho Corporation,78.32,0.00,0.00%,104,2,5.303B,N/A
XXA1.F,"Axcelis Technologies, Inc.",154.15,-3.35,-2.13%,20,13,5.296B,30.89
GUG0.F,Guangdong Investment Limited,40.00,-0.20,-0.50%,N/A,0,5.29B,9.30
KFI1.DE,Kingfisher plc,2.7470,-0.0340,-1.22%,"8,000",497,5.289B,9.81
HM6A.SG,Hypera S.A.,7.90,-0.25,-3.07%,0,3,5.28B,15.49
7PZ0.F,Powszechny Zaklad Ubezpieczen SA,8.80,+0.05,+0.57%,N/A,0,5.276B,9.46
2VO.F,Valmet Oyj,28.38,-0.66,-2.27%,900,19,5.248B,14.26
KONN.F,"Komercní banka, a.s.",27.90,+0.16,+0.58%,100,43,5.269B,6.94
C3B.F,"Chongqing Rural Commercial Bank Co., Ltd.",0.3200,0.0000,0.00%,600,290,5.263B,2.67
7PZ.F,Powszechny Zaklad Ubezpieczen SA,9.10,+0.01,+0.11%,628,552,5.261B,9.68
TN3.F,"TriNet Group, Inc.",88.50,-2.00,-2.21%,5,4,5.258B,16.57
KFI2.F,Kingfisher plc,5.25,-0.05,-0.94%,N/A,0,5.254B,9.38
34D.F,DiaSorin S.p.A.,97.34,+0.38,+0.39%,20,7,5.254B,28.63
I93.F,Indorama Ventures Public Company Limited,0.9150,0.0000,0.00%,200,3,5.249B,10.17
MIF.F,MINISO Group Holding Limited,16.20,0.00,0.00%,120,46,5.238B,27.00
TVL.F,TravelSky Technology Limited,1.7700,+0.0200,+1.14%,5,0,5.231B,59.00
4JP.F,"Japan Post Insurance Co., Ltd.",13.50,-0.30,-2.17%,1,0,5.229B,6.96
AZ2.F,Andritz AG,52.60,0.00,0.00%,8,223,5.227B,11.79
MIF0.DU,MINISO Group Holding Limited,3.9600,-0.0600,-1.49%,"2,500",44,5.226B,26.40
YZ8.F,Permian Resources Corporation,9.44,+0.23,+2.55%,"1,000",0,5.217B,5.49
8BO.F,BOC Aviation Limited,7.15,+0.10,+1.42%,143,0,5.21B,238.33
FNI.F,Fosun International Limited,0.6348,-0.0594,-8.56%,"5,000",388,5.209B,63.48
MIF.MU,MINISO Group Holding Limited,16.20,+0.10,+0.62%,115,0,5.206B,27.00
EEF.F,"Euronet Worldwide, Inc.",104.00,+1.00,+0.97%,42,0,5.203B,24.41
21S1.F,"Spirit Realty Capital, Inc.",36.02,-0.32,-0.88%,13,8,5.203B,17.66
TQIR.DE,Telecom Italia S.p.A.,0.2448,+0.0057,+2.38%,"2,500",453,5.203B,N/A
CZH.F,"Choice Hotels International, Inc.",102.00,-2.00,-1.92%,10,0,5.201B,18.72
49K.F,KOSÉ Corporation,89.50,0.00,0.00%,100,0,5.2B,52.65
KLI1.F,"Kawasaki Kisen Kaisha, Ltd.",20.64,-0.48,-2.27%,326,103,5.196B,0.99
EAM.F,A2A S.p.A.,1.6485,+0.0155,+0.95%,"5,000",458,5.193B,13.74
AZ2.DE,Andritz AG,52.30,-0.80,-1.51%,802,843,5.187B,11.62
3SE.F,Smartsheet Inc.,38.81,+2.02,+5.49%,482,14,5.185B,N/A
751.F,Algonquin Power & Utilities Corp.,7.53,-0.02,-0.27%,135,177,5.183B,N/A
AZK0.F,"Hertz Global Holdings, Inc.",16.29,+0.13,+0.79%,90,66,5.182B,5.58
WF9.F,Worley Limited,9.85,0.00,0.00%,80,2,5.181B,N/A
0CP1.F,PT Charoen Pokphand Indonesia Tbk,0.2960,+0.0020,+0.68%,350,0,5.18B,29.60
1F9.F,"Five9, Inc.",71.14,+2.94,+4.31%,5,11,5.179B,N/A
BHA.F,Bright Horizons Family Solutions Inc.,85.00,-1.00,-1.16%,4,0,4.949B,75.89
0UV.F,Univar Solutions Inc.,32.80,0.00,0.00%,25,2,5.174B,12.86
KLI.F,"Kawasaki Kisen Kaisha, Ltd.",9.95,-0.25,-2.45%,478,0,5.172B,0.98
T7W.F,Treasury Wine Estates Limited,7.05,0.00,0.00%,400,7,5.172B,23.50
T7W0.MU,Treasury Wine Estates Limited,7.05,0.00,0.00%,N/A,0,5.172B,23.50
0EF.F,"e.l.f. Beauty, Inc.",96.00,0.00,0.00%,4,17,5.225B,95.05
CMS.F,Commercial Metals Company,43.72,0.00,0.00%,55,0,5.165B,5.37
UTY.F,PT United Tractors Tbk,1.4000,0.0000,0.00%,500,232,5.161B,3.78
USX1.DE,United States Steel Corporation,21.85,+1.05,+5.02%,514,168,5.15B,3.39
AN3.F,Alten S.A.,147.00,0.00,0.00%,10,1,5.146B,11.43
SDA.F,Sealed Air Corporation,35.59,0.00,0.00%,50,3,5.146B,13.90
B3K.F,Ackermans & Van Haaren NV,154.40,-0.30,-0.19%,50,11,5.136B,7.31
BAK.F,"Bankinter, S.A.",5.50,0.00,0.00%,N/A,0,5.133B,8.59
BAK.MU,"Bankinter, S.A.",5.50,0.00,0.00%,N/A,0,5.133B,8.59
BO8.DU,Bank OZK,36.00,+0.40,+1.12%,5,0,4.218B,8.57
0WKA.F,Workiva Inc.,93.00,-0.50,-0.53%,10,0,4.921B,N/A
B2C.F,"Civitas Resources, Inc.",63.00,+0.50,+0.80%,5,12,5.127B,4.45
CPM.F,China Merchants Port Holdings Company Limited,1.2570,-0.0070,-0.55%,"1,350",306,5.127B,5.24
TWL.F,"Simpson Manufacturing Co., Inc.",118.80,-1.10,-0.92%,6,0,5.123B,17.12
1KR.F,DS Smith Plc,3.6000,-0.0700,-1.91%,120,14,5.023B,11.25
YR8.F,"HashiCorp, Inc.",26.85,0.00,0.00%,50,0,5.119B,N/A
BAKA.F,"Bankinter, S.A.",5.69,-0.02,-0.38%,"10,000",245,5.118B,8.90
KDIC.F,Kingdee International Software Group Company Limited,1.3700,+0.0340,+2.54%,150,55,5.113B,N/A
2PO.F,"Post Holdings, Inc.",79.50,0.00,0.00%,7,0,5.115B,13.25
CMS.DE,Commercial Metals Company,43.64,-0.70,-1.58%,33,3,5.111B,5.39
IMI1.F,IMI plc,19.30,-0.14,-0.72%,274,6,5.104B,18.56
6XT.F,"Asahi Intecc Co., Ltd.",18.40,+0.20,+1.10%,100,1,5.098B,54.12
X9P.F,ChampionX Corporation,25.60,0.00,0.00%,180,3,5.096B,30.84
VSA2.F,Valeo SE,21.08,+0.04,+0.19%,110,214,5.095B,22.43
3BA.F,Barratt Developments plc,5.10,-0.04,-0.78%,500,16,5.093B,8.23
PPY.F,"Prosperity Bancshares, Inc.",54.00,-0.50,-0.92%,200,4,5.091B,9.98
D3H0.F,Discovery Limited,21.80,+0.60,+2.83%,N/A,0,5.09B,19.29
AQ8.F,"Acuity Brands, Inc.",155.00,+1.00,+0.65%,5,3,4.993B,14.75
I93A.F,Indorama Ventures Public Company Limited,0.8900,-0.0100,-1.11%,"1,676",105,5.078B,11.12
PA2.F,Pan American Silver Corp.,13.80,+0.07,+0.51%,869,"2,448",5.074B,N/A
T3V2.F,abrdn plc,2.5000,0.0000,0.00%,1,62,5.07B,N/A
3BAA.F,Barratt Developments plc,10.20,0.00,0.00%,N/A,0,5.069B,8.10
3JDA.F,Rightmove plc,6.10,+0.05,+0.83%,"2,000",37,5.067B,22.59
3JD.MU,Rightmove plc,12.30,+0.10,+0.82%,320,5,5.067B,22.78
6GF.F,ING Bank Slaski S.A.,38.15,+1.05,+2.83%,6,0,5.063B,12.59
3730.F,"GEM Co., Ltd.",9.85,0.00,0.00%,N/A,0,5.059B,33.97
640.F,China Resources Pharmaceutical Group Limited,0.8050,-0.0050,-0.62%,"7,000",178,5.139B,10.06
D3H.MU,Discovery Limited,7.25,+0.15,+2.11%,400,7,5.054B,19.08
1GIA.SG,FirstService Corporation,133.00,0.00,0.00%,0,0,5.05B,95.34
3T4.F,Teradata Corporation,46.60,-0.60,-1.27%,34,1,5.044B,137.06
4RH.F,"Ryman Hospitality Properties, Inc.",84.50,-1.50,-1.74%,25,0,5.044B,24.01
LSU2.F,Land Securities Group plc,6.80,0.00,0.00%,13,2,5.043B,N/A
DL7A.F,"Dillard's, Inc.",312.60,+1.40,+0.45%,9,3,5.038B,6.75
D1Y.F,China National Building Material Company Limited,0.5786,+0.0118,+2.08%,"13,998",574,5.033B,4.82
4LRA.F,IAC Inc.,56.90,+1.16,+2.08%,100,13,4.94B,N/A
TPO.F,"Tokyo Electric Power Company Holdings, Incorporated",3.1390,0.0000,0.00%,460,16,5.11B,N/A
VGA.F,Gildan Activewear Inc.,27.60,0.00,0.00%,350,0,5.028B,11.00
UF3.F,"UFP Industries, Inc.",80.90,+0.10,+0.12%,11,2,5.024B,8.62
AOA.F,Atkore Inc.,127.80,-3.20,-2.44%,4,29,5.022B,6.86
HS0.F,Hoshizaki Corporation,33.80,-0.20,-0.59%,70,0,5.017B,30.45
MRY.F,Mercury NZ Limited,3.5200,0.0000,0.00%,35,1,5.009B,32.00
7XP.F,Organon & Co.,19.00,-0.04,-0.18%,3,221,5.007B,7.20
CA3.F,Comerica Incorporated,39.00,+1.00,+2.63%,26,89,5.135B,4.43
98M.F,"MSC Industrial Direct Co., Inc.",89.00,0.00,0.00%,30,2,5.001B,14.69
MM6A.F,"Option Care Health, Inc.",27.80,0.00,0.00%,400,7,5B,34.75
OK3.F,Oshkosh Corporation,76.50,0.00,0.00%,1,5,4.996B,20.45
EUQ.F,Eurazeo SE,65.95,0.00,0.00%,150,5,4.994B,7.99
ZTX.SG,Zhuzhou CRRC Times Electric Co Ltd,3.6000,+0.0200,+0.56%,0,0,4.248B,10.56
SKS.F,"Shinko Electric Industries Co., Ltd.",35.80,-0.60,-1.65%,76,13,4.986B,11.29
