Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM)
D1LN.F,Direct Line Insurance Group plc,1.7920,-0.1140,-5.98%,"1,000","1,533",2.35B,N/A
HMO.F,"Hino Motors, Ltd.",3.9400,-0.0400,-1.01%,20,254,2.347B,N/A
FP4G.F,Fondul Proprietatea SA,17.90,+0.10,+0.56%,42,0,2.345B,298.33
8QJ.F,"Marqeta, Inc.",4.4200,0.0000,0.00%,N/A,0,2.345B,N/A
4B1.MU,"China Bohai Bank Co., Ltd.",0.1390,0.0000,0.00%,N/A,0,2.344B,3.48
YIR.F,Yihai International Holding Ltd.,2.0200,0.0000,0.00%,462,8,2.342B,20.20
68C.F,China Conch Venture Holdings Limited,1.2400,+0.0100,+0.81%,"1,250",64,2.387B,4.59
3RL.F,"Alarm.com Holdings, Inc.",46.00,+0.40,+0.88%,27,1,2.295B,42.59
SOWA.F,Software Aktiengesellschaft,7.75,-0.10,-1.27%,200,8,2.336B,45.59
BK8N.F,NV Bekaert SA,42.78,-0.26,-0.60%,23,2,2.335B,9.18
BX70.MU,Proximus PLC,1.4400,-0.0200,-1.37%,"5,000",178,2.335B,5.54
L5A.F,Canadian Solar Inc.,36.06,+0.27,+0.75%,120,833,2.332B,8.86
3PN.F,Pennon Group Plc,8.85,-0.21,-2.32%,"2,000",24,2.329B,N/A
BIF0.SG,Société BIC SA,26.40,-0.20,-0.75%,0,0,2.329B,11.19
0I3.F,"Axonics, Inc.",46.20,0.00,0.00%,100,0,2.476B,N/A
3YU.F,Jiumaojiu International Holdings Limited,1.6000,-0.0500,-3.03%,"1,600",193,2.403B,N/A
ET7.F,ESCO Technologies Inc.,89.50,0.00,0.00%,1,0,2.325B,28.87
D8K.F,"Douglas Emmett, Inc.",11.60,+0.10,+0.87%,20,4,2.324B,24.68
NIH.F,Network International Holdings plc,4.3600,-0.1200,-2.68%,"1,896",172,2.323B,33.54
ISW.F,"Information Services International-Dentsu, Ltd.",33.80,+0.20,+0.60%,54,0,2.322B,27.26
BV3.F,Bavarian Nordic A/S,27.95,0.00,0.00%,"1,136",174,2.321B,52.74
1HI.F,"First Hawaiian, Inc.",17.50,0.00,0.00%,125,3,2.32B,8.97
GUO.F,Guoco Group Limited,6.90,0.00,0.00%,200,0,2.319B,7.19
S0QA.F,Scorpio Tankers Inc.,41.22,+0.06,+0.15%,15,329,2.319B,2.95
3I5.F,"Frontdoor, Inc.",28.00,-0.40,-1.41%,"2,300",41,2.288B,27.18
OWQ.F,"Arbor Realty Trust, Inc.",12.80,-0.11,-0.85%,110,350,2.319B,8.00
76C.F,OUTFRONT Media Inc.,14.00,0.00,0.00%,42,6,2.346B,21.88
S0QA.SG,Scorpio Tankers Inc.,40.85,+0.46,+1.14%,0,7,2.318B,2.89
M6G.F,The Macerich Company,10.18,0.00,0.00%,312,2,2.318B,N/A
01H.F,"HORIBA, Ltd.",52.00,-1.00,-1.89%,2,2,2.317B,8.14
TZ8.F,Iren SpA,1.8060,0.0000,0.00%,"11,178",443,2.317B,9.51
14L.F,The a2 Milk Company Limited,3.1470,+0.0330,+1.06%,"1,000",141,2.316B,31.47
BIH.F,Balfour Beatty plc,4.1000,-0.0600,-1.44%,"1,030",38,2.315B,7.59
HVP0.F,Hopson Development Holdings Limited,0.8000,0.0000,0.00%,606,10,2.313B,2.22
ZKH.F,"ZENKOKU HOSHO Co.,Ltd.",32.80,0.00,0.00%,5,0,2.312B,11.84
BX7.F,Proximus PLC,7.17,-0.01,-0.08%,157,500,2.312B,5.35
SR3.F,STAAR Surgical Company,47.79,+1.19,+2.55%,50,2,2.31B,79.65
Y9L.F,Yelp Inc.,33.20,+0.60,+1.84%,100,0,2.309B,73.78
1AM.F,Alm. Brand A/S,1.4480,-0.0280,-1.90%,"26,166","1,062",2.308B,48.27
1YE.F,Energean plc,12.82,+0.14,+1.10%,"3,100",62,2.296B,128.20
G401.F,GDS Holdings Limited,1.5400,+0.0500,+3.36%,"3,600",146,2.307B,N/A
QOL.SG,SOL S.p.A.,24.05,0.00,0.00%,0,11,2.306B,16.59
TZ1.F,TransAlta Corporation,8.75,+0.05,+0.57%,100,6,2.304B,30.17
OCT.F,Innospec Inc.,92.00,0.00,0.00%,20,1,2.304B,19.29
SRI.F,Sun Art Retail Group Limited,0.2300,+0.0100,+4.55%,"1,000",17,2.304B,N/A
AMP.F,AMP Limited,0.7050,+0.0050,+0.71%,"5,000",0,2.303B,N/A
UN9.DE,UNIQA Insurance Group AG,7.50,+0.05,+0.67%,588,"2,434",2.302B,5.95
XTY.F,Carpenter Technology Corporation,47.40,-0.20,-0.42%,400,1,2.301B,121.54
QHD.F,"Qinhuangdao Port Co., Ltd.",0.1640,+0.0040,+2.50%,175,892,2.301B,5.47
TSA.F,"ACI Worldwide, Inc.",21.00,0.00,0.00%,306,0,2.275B,28.38
Z1L0.F,Lerøy Seafood Group ASA,7.30,-0.25,-3.31%,50,24,2.3B,8.30
108.F,"Sumitomo Rubber Industries, Ltd.",8.50,-0.10,-1.16%,215,20,2.3B,212.50
2G0.F,Food & Life Companies Ltd.,19.70,+0.10,+0.51%,100,1,2.324B,394.00
HQS.F,"Highwoods Properties, Inc.",20.60,-0.20,-0.96%,62,75,2.299B,14.61
PO9.F,"The Navigator Company, S.A.",3.2300,+0.0320,+1.00%,300,211,2.297B,5.57
PEG.MU,Pactiv Evergreen Inc.,7.05,-0.10,-1.40%,4,0,1.263B,N/A
NDX1.DE,Nordex SE,10.81,-0.23,-2.13%,"505,426","723,360",2.296B,N/A
FLQ.F,Fletcher Building Limited,2.8600,0.0000,0.00%,"2,256",76,2.295B,11.92
3PN0.F,Pennon Group Plc,17.10,0.00,0.00%,N/A,0,2.295B,N/A
PP1.F,"Papa John's International, Inc.",68.50,+0.50,+0.74%,55,0,2.294B,32.78
44T.F,TERNA ENERGY Industrial Commercial Technical Societe Anonyme,19.86,0.00,0.00%,180,13,2.293B,116.82
2G1.F,"Green Brick Partners, Inc.",49.90,0.00,0.00%,100,4,2.271B,8.71
DUE.DE,Dürr Aktiengesellschaft,31.42,-0.32,-1.01%,"98,683","103,681",2.293B,18.81
YM9A.F,Maanshan Iron & Steel Company Limited,0.1530,-0.0230,-13.07%,"1,701",368,2.292B,N/A
Z1L.F,Lerøy Seafood Group ASA,3.7920,-0.1140,-2.92%,152,275,2.292B,8.43
IHF.F,Safestore Holdings Plc,10.50,0.00,0.00%,67,1,2.289B,4.34
RK8.F,Prospect Capital Corporation,5.69,-0.03,-0.44%,85,414,2.288B,N/A
NDX1.F,Nordex SE,10.76,-0.09,-0.78%,70,"3,413",2.285B,N/A
9CB.F,"Calbee, Inc.",17.90,-0.10,-0.56%,15,0,2.285B,22.10
M1L.F,Maple Leaf Foods Inc.,18.70,0.00,0.00%,500,0,2.284B,N/A
RYE.F,International Distributions Services plc,2.3600,-0.0400,-1.67%,350,487,2.283B,N/A
3OK.F,Constellium SE,15.20,0.00,0.00%,70,17,2.238B,14.90
EAO.F,Credito Emiliano S.p.A.,6.72,-0.08,-1.18%,5,33,2.281B,6.00
CNE.F,China Everbright Environment Group Limited,0.3467,-0.0003,-0.09%,600,271,2.281B,3.85
BC1.MU,Barco NV,12.60,0.00,0.00%,N/A,0,2.28B,30.73
UN9.F,UNIQA Insurance Group AG,7.42,-0.19,-2.50%,160,527,2.278B,6.03
CN7.F,Cathay General Bancorp,31.40,+0.20,+0.64%,110,1,2.278B,6.38
47D.F,"Money Forward, Inc.",40.40,0.00,0.00%,3,0,2.232B,N/A
GGK.F,"Genworth Financial, Inc.",4.7600,0.0000,0.00%,"1,000",17,2.275B,5.88
6FE.F,Six Flags Entertainment Corporation,26.00,+0.25,+0.97%,60,1,2.273B,23.21
2QT.F,Qt Group Oyj,86.72,-0.20,-0.23%,260,15,2.202B,61.50
7W8.SG,"Thoughtworks Holding, Inc.",7.15,+0.10,+1.42%,0,0,2.268B,N/A
BC1P.F,Barco NV,24.66,-0.12,-0.48%,44,11,2.267B,30.07
COPA.F,CompuGroup Medical SE & Co. KGaA,43.40,+1.00,+2.36%,29,7,2.267B,30.35
IMO1.F,IMMOFINANZ AG,16.40,+0.04,+0.24%,"1,300",503,2.263B,24.85
PGR.F,Progress Software Corporation,52.00,-4.50,-7.96%,175,0,2.262B,24.76
KYL.F,Kerry Logistics Network Limited,1.2400,+0.0700,+5.98%,500,32,2.262B,4.00
UNBA.F,Kindred Group plc,10.40,-0.04,-0.43%,130,39,2.262B,16.50
BK8.MU,NV Bekaert SA,4.0800,0.0000,0.00%,N/A,0,2.261B,8.68
22Z.F,Zealand Pharma A/S,36.50,-1.08,-2.87%,50,17,2.196B,N/A
926.F,Deliveroo plc,1.2140,+0.0050,+0.41%,430,63,2.261B,N/A
DUE.F,Dürr Aktiengesellschaft,31.38,0.00,0.00%,359,88,2.26B,18.68
IHCB.F,SBM Offshore N.V.,12.69,0.00,0.00%,100,15,2.26B,5.40
TIE.F,Taiheiyo Cement Corporation,18.30,0.00,0.00%,190,5,2.259B,N/A
CM2.F,"Cal-Maine Foods, Inc.",45.00,-0.20,-0.44%,20,3,2.257B,3.18
IPZ.F,Ipsos SA,51.00,+2.10,+4.29%,15,130,2.256B,11.02
HFVA.F,Hufvudstaden AB (publ),11.12,-0.12,-1.07%,580,12,2.253B,N/A
IDI.F,"InterDigital, Inc.",83.00,0.00,0.00%,10,0,2.252B,14.82
UTDI.DE,United Internet AG,13.03,-0.07,-0.53%,"701,255","563,745",2.252B,6.93
T4I.F,Telenet Group Holding NV,20.60,+0.06,+0.29%,750,79,2.25B,2.64
BXZ.F,Bank of Queensland Limited,3.4600,+0.0200,+0.58%,"1,000",6,2.249B,18.21
UCI.F,"CSW Industrials, Inc.",145.00,0.00,0.00%,5,3,2.249B,24.17
2CL.F,"BridgeBio Pharma, Inc.",13.99,-1.41,-9.16%,125,47,2.293B,N/A
9YM.F,"Krispy Kreme, Inc.",13.20,+0.30,+2.33%,25,0,2.244B,N/A
UTDI.F,United Internet AG,12.98,-0.42,-3.13%,"1,100",548,2.243B,6.94
SHZH.F,Shenzhen Expressway Corporation Limited,0.7700,-0.0050,-0.65%,"2,739",836,2.239B,7.00
7W8.F,"Thoughtworks Holding, Inc.",7.05,0.00,0.00%,100,5,2.237B,N/A
BV3A.F,Bavarian Nordic A/S,9.30,0.00,0.00%,30,98,2.234B,51.67
74N.F,E-L Financial Corporation Limited,620.00,0.00,0.00%,12,0,2.228B,9.83
VCV.F,Vicor Corporation,51.00,-3.50,-6.42%,25,1,2.227B,73.91
BB4.SG,"Axos Financial, Inc.",37.60,+0.20,+0.53%,0,0,2.224B,8.85
JT5.F,"Mueller Water Products, Inc.",14.10,-0.10,-0.70%,370,16,2.224B,30.65
BB4.F,"Axos Financial, Inc.",37.60,+0.20,+0.53%,500,11,2.223B,8.85
O3P.F,Österreichische Post AG,32.90,+0.25,+0.77%,312,177,2.222B,17.69
DT7.SG,"China Datang Corporation Renewable Power Co., Limited",0.3120,+0.0040,+1.30%,0,"5,512",2.221B,6.24
DT7.F,"China Datang Corporation Renewable Power Co., Limited",0.3100,+0.0040,+1.31%,"6,982","6,531",2.221B,6.20
AXU.F,Ameris Bancorp,32.00,+0.20,+0.63%,200,0,2.22B,7.17
NP9.MU,"Nippon Television Holdings, Inc.",8.60,0.00,0.00%,4,0,2.219B,9.25
41L.F,"Laboratorios Farmaceuticos Rovi, S.A.",42.36,-0.52,-1.21%,3,22,2.218B,11.77
8WF.F,Jackson Financial Inc.,26.85,0.00,0.00%,5,5,2.215B,1.29
N0S.F,Nordic Semiconductor ASA,11.42,+0.10,+0.88%,10,245,2.212B,27.19
CP9.F,Cyfrowy Polsat S.A.,3.7930,-0.0070,-0.18%,245,4,2.209B,12.64
1LZ.F,"LegalZoom.com, Inc.",11.40,0.00,0.00%,50,0,2.208B,N/A
MG8.F,McGrath RentCorp,89.00,0.00,0.00%,30,0,2.208B,21.55
JA4.F,Jamf Holding Corp.,17.68,0.00,0.00%,290,0,2.208B,N/A
GD6.F,Ramsay Générale de Santé SA,19.90,+0.50,+2.58%,55,0,2.208B,21.17
SOK.F,"Sankyo Co., Ltd.",37.60,0.00,0.00%,140,2,2.208B,8.19
HUN2.F,Beijing Enterprises Water Group Limited,0.2078,0.0000,0.00%,50,"1,823",2.204B,10.39
HT2.F,Helen of Troy Limited,90.50,0.00,0.00%,200,7,2.203B,16.51
JMX.F,"MaxLinear, Inc.",27.20,-0.43,-1.56%,1,0,2.203B,23.65
BRV.F,Brady Corporation,44.60,-0.20,-0.45%,5,0,2.204B,14.48
5M0B.F,Medicover AB (publ),14.48,-0.06,-0.41%,"1,009",16,2.197B,"1,448.00"
0MO.F,"DMG Mori Co., Ltd.",16.30,-0.30,-1.81%,"2,000",37,2.155B,13.36
MG9.F,Metcash Limited,2.2600,0.0000,0.00%,11,0,2.194B,14.12
0S7.F,"Seven Bank, Ltd.",1.8200,-0.0200,-1.09%,500,8,2.194B,16.55
S9M.F,Silicon Motion Technology Corporation,65.00,-0.50,-0.76%,44,2,2.194B,18.11
29A.F,"Amphastar Pharmaceuticals, Inc.",47.00,+3.60,+8.29%,23,2,2.375B,28.66
4H3A.F,HMS Networks AB (publ),43.60,+0.66,+1.54%,70,48,2.193B,42.33
EGG.F,"Energizer Holdings, Inc.",30.60,+0.20,+0.66%,20,30,2.191B,N/A
FMF.F,"FormFactor, Inc.",28.00,0.00,0.00%,120,3,2.19B,103.70
3KO.F,"Kontoor Brands, Inc.",38.60,-0.20,-0.52%,47,6,2.189B,10.29
331.F,Tricon Residential Inc.,7.80,-0.20,-2.50%,1,12,2.128B,5.53
MUJ.F,Mitsubishi Materials Corporation,16.40,-0.20,-1.20%,300,5,2.188B,N/A
V720.DU,Betsson AB (publ),9.02,-0.06,-0.72%,N/A,0,2.187B,10.13
RTI.F,"Revance Therapeutics, Inc.",26.00,+0.40,+1.56%,35,1,2.185B,N/A
1I9A.F,Sinch AB (publ),2.3165,+0.0330,+1.45%,450,132,1.948B,N/A
LCQ.F,Exxaro Resources Limited,8.80,0.00,0.00%,250,51,2.182B,2.98
CS7.F,COMSYS Holdings Corporation,17.70,-0.30,-1.67%,63,1,2.179B,14.75
WX6.F,"National Health Investors, Inc.",49.40,-0.20,-0.40%,21,6,2.174B,25.20
UPN.F,Uponor Oyj,28.42,+0.18,+0.64%,311,155,2.173B,25.38
XER2.F,Xerox Holdings Corporation,13.73,-0.31,-2.19%,85,94,2.173B,N/A
1K1.SG,Qube Holdings Ltd,1.7500,0.0000,0.00%,0,0,2.793B,47.30
M1I.F,"MGP Ingredients, Inc.",95.50,0.00,0.00%,180,3,2.17B,21.75
4H3A.SG,HMS Networks AB (publ),43.62,+0.32,+0.74%,0,8,2.17B,44.51
29F.SG,Fujitsu General Limited,20.40,-0.40,-1.92%,0,2,2.169B,113.33
LFPB.F,Travis Perkins plc,10.02,-0.02,-0.20%,290,0,2.166B,9.73
1EJ.F,Wihlborgs Fastigheter AB (publ),6.91,-0.06,-0.86%,5,0,2.165B,14.40
JPX.F,"AeroVironment, Inc.",85.64,0.00,0.00%,25,12,2.164B,N/A
ZJS1.F,"JinkoSolar Holding Co., Ltd.",42.85,+0.70,+1.66%,110,"1,721",2.163B,12.28
AFG.F,"American Eagle Outfitters, Inc.",10.78,+0.07,+0.62%,500,8,2.162B,20.35
7G9.F,"Petco Health and Wellness Company, Inc.",7.95,-0.05,-0.63%,130,5,2.162B,36.14
8K0.F,"Weihai City Commercial Bank Co., Ltd.",0.3300,-0.0040,-1.20%,N/A,0,2.161B,8.25
5O4.F,"NexPoint Residential Trust, Inc.",41.20,+0.20,+0.49%,20,0,2.205B,N/A
T6A.DE,"Tripadvisor, Inc.",15.28,-0.29,-1.86%,133,400,2.161B,117.54
HTD.F,Corcept Therapeutics Incorporated,21.00,0.00,0.00%,1,2,2.193B,28.77
1PC.F,Legend Holdings Corporation,0.8850,+0.0050,+0.57%,"2,500",44,2.157B,17.70
59K.F,"The Chugoku Electric Power Co., Inc.",5.80,-0.10,-1.69%,25,0,2.156B,N/A
PS8.F,"PriceSmart, Inc.",68.50,-0.50,-0.72%,25,0,2.155B,21.75
11T.F,"Toyoda Gosei Co., Ltd.",16.40,-0.30,-1.80%,1,5,2.154B,13.44
VTY.F,Verint Systems Inc.,33.20,0.00,0.00%,83,1,2.15B,N/A
PSM.DE,ProSiebenSat.1 Media SE,8.77,+0.01,+0.09%,"496,171","766,450",2.15B,N/A
PSM.F,ProSiebenSat.1 Media SE,8.72,-0.05,-0.55%,"11,990","3,866",2.15B,N/A
0TA.F,TransAlta Renewables Inc.,8.05,-0.08,-0.98%,"4,612",813,2.166B,38.31
10D.F,Navient Corporation,16.98,-0.06,-0.35%,78,5,2.147B,4.91
13K.F,"Kennedy-Wilson Holdings, Inc.",15.30,0.00,0.00%,6,2,2.147B,N/A
ENV.F,ENAV S.p.A.,3.9640,-0.0600,-1.49%,686,57,2.144B,20.86
1KG.F,Kainos Group plc,15.85,+0.04,+0.25%,200,7,2.144B,42.84
GN5.F,Grafton Group plc,9.91,-0.04,-0.40%,345,10,2.142B,10.11
BEM.F,Materion Corporation,102.00,0.00,0.00%,50,3,2.141B,24.11
W1J.F,SATS Ltd.,1.8600,+0.1000,+5.68%,300,14,2.141B,N/A
T6A.F,"Tripadvisor, Inc.",15.19,-0.12,-0.78%,"1,500",112,2.141B,N/A
PD1.F,Ansell Limited,63.00,0.00,0.00%,13,0,2.099B,14.89
6XA.F,Olink Holding AB (publ),17.20,-0.60,-3.37%,200,0,2.139B,N/A
OBB.F,"Boot Barn Holdings, Inc.",71.50,0.00,0.00%,13,0,2.139B,12.81
UNS1.F,Viavi Solutions Inc.,9.51,+0.10,+1.06%,700,15,2.139B,52.83
6NE.F,NexGen Energy Ltd.,4.1050,-0.0700,-1.68%,"25,000",890,2.035B,N/A
WILC.F,Fabege AB (publ),6.79,-0.12,-1.68%,43,0,2.135B,N/A
DUEB.F,Dürr Aktiengesellschaft,6.05,-0.05,-0.82%,"1,400",44,2.135B,16.81
2OX.F,"Goosehead Insurance, Inc",54.84,0.00,0.00%,10,0,2.142B,457.00
7FH.F,Tecnoglass Inc.,44.40,+3.20,+7.77%,18,60,2.13B,12.44
3BZ.F,"Bank of Zhengzhou Co., Ltd.",0.1060,-0.0010,-0.93%,51,0,2.129B,5.30
6CL.F,"DigitalBridge Group, Inc.",13.10,+0.32,+2.46%,200,26,2.12B,N/A
G2O.F,Golar LNG Limited,19.79,-0.08,-0.43%,200,168,2.125B,11.51
A1A.F,Atrium Ljungberg AB (publ),16.40,+0.04,+0.24%,25,0,2.125B,11.55
PL8.F,Playtech plc,6.87,-0.14,-2.00%,300,5,2.125B,52.85
HUN2.SG,Beijing Enterprises Water Group Limited,0.2076,0.0000,0.00%,0,79,2.124B,10.38
7SE.F,Sunnova Energy International Inc.,17.50,-0.20,-1.13%,"1,332",197,2.039B,N/A
T18.F,China Tianrui Group Cement Company Limited,0.7000,0.0000,0.00%,100,1,2.123B,35.00
QPJ.F,Kewpie Corporation,15.20,0.00,0.00%,30,13,2.122B,24.52
7CH.SG,Chorus Limited,4.7800,0.0000,0.00%,0,25,2.122B,119.50
2EV.F,"EVERTEC, Inc.",32.60,0.00,0.00%,1,3,2.122B,10.42
FJK.F,Fujikura Ltd.,7.65,0.00,0.00%,76,29,2.121B,5.20
HP5A.F,Equity Commonwealth,19.10,-0.10,-0.52%,160,0,2.121B,43.41
6NEA.F,NexGen Energy Ltd.,4.0800,0.0000,0.00%,1,10,2.045B,N/A
PSMA.SG,ProSiebenSat.1 Media SE,2.0600,0.0000,0.00%,0,26,2.119B,N/A
4BQ.F,"Bank of Qingdao Co., Ltd.",0.2500,-0.0020,-0.79%,21,0,2.119B,4.17
4Z1.F,"Four Corners Property Trust, Inc.",24.00,-0.20,-0.83%,68,0,2.094B,21.43
0EU.F,Reliance Worldwide Corporation Limited,2.5800,+0.0400,+1.57%,10,41,2.071B,16.12
EB9.F,African Rainbow Minerals Limited,10.80,+0.10,+0.93%,816,243,2.117B,3.12
2FC.F,Filo Mining Corp.,16.44,+0.36,+2.24%,250,36,2.139B,N/A
6P8.F,Pets at Home Group Plc,4.3780,0.0000,0.00%,22,48,2.162B,18.24
BOO.F,"Bloomin' Brands, Inc.",23.80,-0.40,-1.65%,2,0,2.115B,20.70
SN9.F,Simmons First National Corporation,16.60,+0.20,+1.22%,39,0,2.114B,9.54
7CH.F,Chorus Limited,4.7000,0.0000,0.00%,26,0,2.113B,117.50
ZH20.F,Accelleron Industries AG,21.60,0.00,0.00%,4,146,2.113B,N/A
OGL.F,"Golub Capital BDC, Inc.",12.30,-0.13,-1.05%,290,60,2.111B,20.85
9KG.F,NexTier Oilfield Solutions Inc.,8.56,-0.08,-0.97%,190,3,2.102B,4.14
TPA1.F,Orange Polska S.A.,1.6080,+0.0090,+0.56%,16,14,2.11B,10.72
QGH.F,PT Multistrada Arah Sarana Tbk,0.2220,-0.0040,-1.77%,1,0,2.109B,N/A
H7T1.F,HUTCHMED (China) Limited,11.80,+0.40,+3.51%,500,10,2.109B,N/A
MCY.F,"Mercury Systems, Inc.",36.20,-1.00,-2.69%,4,0,2.106B,N/A
FXL.F,"Fuyo General Lease Co., Ltd.",70.00,-0.50,-0.71%,N/A,0,2.106B,8.02
NEE.SG,Nine Entertainment Co. Holdings Limited,1.2100,+0.0100,+0.83%,0,1,2.105B,12.10
VLA.SG,Voltalia SA,15.62,0.00,0.00%,0,0,2.105B,97.62
OLWN.F,First BanCorp.,11.70,+0.10,+0.86%,300,5,2.104B,7.80
KM3.F,Kennametal Inc.,26.40,+0.20,+0.76%,"1,000",17,2.119B,18.86
PD1A.F,Ansell Limited,16.16,+0.06,+0.37%,150,10,2.095B,15.25
665.F,"Relo Group, Inc.",13.40,0.00,0.00%,N/A,0,2.102B,17.18
8GB.F,Gibson Energy Inc.,14.50,+0.10,+0.69%,65,16,2.098B,12.08
5CV.DE,CureVac N.V.,9.37,-0.08,-0.85%,"38,908","98,110",2.097B,N/A
I56.SG,Lottomatica Group S.p.A.,8.14,+0.08,+0.99%,0,0,2.097B,27.13
F1F.F,Farfetch Limited,5.35,+0.19,+3.68%,100,372,2.096B,N/A
WAE.F,Wallenstam AB (publ),3.1640,-0.0320,-1.00%,7,0,2.095B,4.87
6O7.F,Dowlais Group plc,1.4990,+0.0110,+0.74%,360,169,2.094B,N/A
QC9.F,"Credit Saison Co., Ltd.",13.10,-0.30,-2.24%,8,0,2.089B,6.86
XAL.SG,Altarea SCA,102.20,-0.60,-0.58%,0,0,2.073B,6.46
4MI.F,"M/I Homes, Inc.",72.00,+1.50,+2.13%,15,10,2.085B,4.38
AKOB.F,Embotelladora Andina S.A.,13.20,0.00,0.00%,700,12,2.082B,13.47
AZ9.F,Chervon Holdings Limited,3.6460,-0.0240,-0.65%,131,9,2.081B,13.50
0U6.F,Cranswick plc,38.00,0.00,0.00%,137,4,2.08B,15.64
30R.F,MultiChoice Group Limited,4.8200,+0.0400,+0.84%,30,64,2.063B,N/A
H7T2.F,HUTCHMED (China) Limited,2.2600,+0.0800,+3.67%,"1,058",18,2.075B,N/A
1U4.F,Grainger plc,2.7540,-0.1360,-4.71%,2,0,2.074B,11.02
85C.F,PT Bank Permata Tbk,0.0505,-0.0015,-2.88%,800,106,2.074B,N/A
VHM.F,"Sacyr, S.A.",3.0760,0.0000,0.00%,1,113,2.074B,N/A
T6O.F,"Tanger Factory Outlet Centers, Inc.",19.52,0.00,0.00%,99,31,2.073B,26.38
6D40.SG,Delek Group Ltd.,10.80,+0.40,+3.85%,0,17,2.073B,3.72
R3D.F,Iveco Group N.V.,7.68,+0.04,+0.58%,308,20,2.072B,11.82
MMPI.F,Champion Iron Limited,3.9290,0.0000,0.00%,"18,333",345,2.07B,14.55
7G9.SG,"Petco Health and Wellness Company, Inc.",8.00,+0.20,+2.56%,0,0,2.069B,34.78
M1I.SG,"MGP Ingredients, Inc.",91.50,-4.00,-4.19%,0,0,2.069B,20.65
7JZ.F,Ardagh Metal Packaging S.A.,3.3000,0.0000,0.00%,700,360,2.067B,13.20
I56.F,Lottomatica Group S.p.A.,8.06,0.00,0.00%,N/A,0,2.066B,26.87
CUX1.F,Carmila S.A.,14.20,-0.24,-1.66%,500,24,2.037B,9.34
2Y7.F,"Fastly, Inc.",16.00,-0.51,-3.09%,4,185,2.033B,N/A
EB0.F,"Eastern Bankshares, Inc.",11.70,0.00,0.00%,55,0,2.063B,N/A
COG.F,Cogeco Communications Inc.,46.00,-0.40,-0.86%,48,0,2.062B,7.10
6O7.DU,Dowlais Group plc,1.4980,+0.0170,+1.15%,N/A,0,2.058B,N/A
N5G.MU,"Rakuten Bank, Ltd.",12.10,0.00,0.00%,82,4,2.057B,15.51
TD9.F,Tidewater Inc.,39.90,0.00,0.00%,550,163,2.056B,"3,990.00"
5CV.F,CureVac N.V.,9.18,+0.13,+1.44%,400,"9,194",2.055B,N/A
TUI1.F,TUI AG,7.02,-0.01,-0.11%,"2,799","34,855",2.369B,N/A
ITP.F,PT Indocement Tunggal Prakarsa Tbk,0.5850,-0.0100,-1.68%,"4,160",74,2.054B,14.62
6D40.F,Delek Group Ltd.,9.80,-0.50,-4.85%,100,98,2.053B,3.33
CH5.F,Chesapeake Utilities Corporation,115.00,0.00,0.00%,10,0,2.053B,24.95
C9X.F,CONSOL Energy Inc.,60.40,+4.60,+8.24%,125,9,2.049B,3.20
83B.F,3SBio Inc.,0.8400,+0.0150,+1.82%,12,0,2.049B,8.40
2B5.F,BAIC Motor Corporation Limited,0.2400,+0.0060,+2.56%,"20,000","6,743",1.858B,3.43
AGH.F,Allegiant Travel Company,106.00,-2.00,-1.85%,20,3,2.045B,32.02
26M.F,"Mirati Therapeutics, Inc.",35.14,+1.55,+4.61%,96,2,2.045B,N/A
76W.SG,SJW Group,65.00,0.00,0.00%,0,1,2.043B,23.55
ZO1.HM,zooplus SE,285.50,-4.50,-1.55%,310,61,2.041B,N/A
CYTH.F,"Lumen Technologies, Inc.",2.0300,+0.0100,+0.50%,"4,400","1,234",2.039B,N/A
MYP.F,MYR Group Inc.,122.00,-1.00,-0.81%,9,18,2.038B,26.75
N5G.F,"Rakuten Bank, Ltd.",12.00,+0.10,+0.84%,N/A,0,2.037B,15.58
EGZ.F,Edgewell Personal Care Company,39.40,0.00,0.00%,125,0,2.034B,23.04
CCT.F,"Century Communities, Inc.",63.50,+0.50,+0.79%,20,1,2.034B,5.35
2Y7.SG,"Fastly, Inc.",16.00,-0.30,-1.81%,0,190,2.033B,N/A
R7I.F,The Renewables Infrastructure Group Limited,1.3280,-0.0620,-4.46%,55,47,2.032B,11.35
30R0.SG,MultiChoice Group Limited,4.3400,-0.1800,-3.98%,0,0,1.865B,N/A
SYAB.DE,SYNLAB AG,9.15,-0.01,-0.05%,"21,863","109,090",2.01B,6.02
47TA.F,TISCO Financial Group Public Company Limited,2.5200,-0.0200,-0.79%,1,0,2.026B,10.50
47T.F,TISCO Financial Group Public Company Limited,2.5000,-0.0200,-0.79%,9,21,2.026B,10.42
IDA.F,"Indra Sistemas, S.A.",11.50,0.00,0.00%,420,37,2.026B,12.23
LC41.F,L.D.C. S.A.,115.00,0.00,0.00%,3,0,2.02B,11.48
8XW.F,Bridgepoint Group plc,2.3060,0.0000,0.00%,20,4,2.02B,13.56
AL3.F,Alamo Group Inc.,167.00,0.00,0.00%,124,4,2.019B,17.94
ARL.DE,Aareal Bank AG,33.70,+0.15,+0.45%,142,"18,159",2.017B,11.62
MVV1.DE,MVV Energie AG,30.60,-1.40,-4.37%,"1,184",644,2.017B,2.90
MVV1.F,MVV Energie AG,30.60,-1.20,-3.77%,150,15,2.017B,2.88
