Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM)
CWK.F,Crawford & Company,7.80,-0.05,-0.64%,900,15,427.125M,N/A
EZ2A.F,"EZCORP, Inc.",7.70,-0.20,-2.53%,100,17,425.68M,21.39
CWK0.F,Crawford & Company,9.05,0.00,0.00%,55,69,425.164M,N/A
PCZ.DE,ProCredit Holding AG & Co. KGaA,7.20,+0.04,+0.56%,"57,340","25,129",424.069M,8.89
PCZ.F,ProCredit Holding AG & Co. KGaA,7.14,+0.04,+0.56%,273,389,420.535M,8.81
HS3.F,Hingham Institution for Savings,195.00,-7.00,-3.47%,25,1,418.743M,11.83
S0M.SG,SpareBank 1 Ringerike Hadeland,26.51,+0.61,+2.37%,0,0,417.052M,11.48
D77.DE,Neon Equity AG,10.80,0.00,0.00%,570,"1,849",416.521M,N/A
D77.F,Neon Equity AG,10.50,0.00,0.00%,200,30,416.521M,N/A
DNY.SG,"Alantra Partners, S.A.",10.25,-0.05,-0.49%,0,0,403.323M,11.92
4RE.F,"Renta 4 Banco, S.A.",9.95,+0.10,+1.02%,45,0,406.206M,18.77
V0H.F,Enphys Acquisition Corp.,9.24,-0.10,-1.07%,N/A,0,405.806M,29.81
XCP1.F,Central Pacific Financial Corp.,15.00,+0.20,+1.35%,155,5,405.082M,6.15
1S4.F,"HarborOne Bancorp, Inc.",8.60,+0.10,+1.18%,138,0,400.681M,10.12
UBK.F,UmweltBank AG,11.20,-0.10,-0.88%,120,424,399.422M,20.00
8KC.F,IDI,55.80,+0.20,+0.36%,20,0,397.665M,5.41
B8A.DE,BAVARIA Industries Group AG,83.50,0.00,0.00%,745,191,396.666M,18.43
B8A.F,BAVARIA Industries Group AG,82.50,0.00,0.00%,120,5,396.666M,18.21
1N31.F,"NewtekOne, Inc.",14.90,+0.10,+0.68%,334,16,396.2M,11.64
UBK.DE,UmweltBank AG,11.05,-0.20,-1.78%,"2,241","4,302",395.824M,20.09
18M.F,Sabre Insurance Group plc,1.5660,+0.0080,+0.51%,"1,000",158,394.375M,31.32
FL8.F,Flushing Financial Corporation,13.10,-0.10,-0.76%,5,0,386.303M,6.45
885.F,MCAN Mortgage Corporation,10.80,-0.10,-0.92%,100,0,381.86M,8.12
4JT.SG,"J Trust Co., Ltd.",2.7000,-0.0600,-2.17%,0,0,378.613M,2.81
1QU.F,Qudian Inc.,1.6000,+0.0900,+5.96%,"6,000",171,359.838M,N/A
4S4.F,"South Plains Financial, Inc.",21.60,0.00,0.00%,15,0,372.855M,7.71
61MA.F,MedCap AB (publ),24.85,-0.40,-1.58%,111,0,372.544M,35.00
828.F,"Business First Bancshares, Inc.",14.60,0.00,0.00%,400,7,370.152M,6.35
C2I0.F,Wealthking Investments Limited,0.0305,-0.0010,-3.17%,N/A,0,369.404M,N/A
T1A.F,Treasure ASA,1.7750,+0.0250,+1.43%,"2,000",35,368.053M,N/A
6ZB.F,Linc AB,6.23,+0.07,+1.14%,500,29,367.943M,N/A
ZH5.F,AB Siauliu Bankas,0.5870,-0.0010,-0.17%,"1,605",77,367.518M,5.34
44I.F,CNB Financial Corporation,17.20,+0.30,+1.78%,50,0,362.927M,5.64
X95.F,Pepper Money Limited,0.8250,+0.0400,+5.10%,"4,970",88,362.807M,3.93
1LFA.F,LexinFintech Holdings Ltd.,2.1800,-0.0200,-0.91%,800,16,386.76M,2.95
44X.F,"Equity Bancshares, Inc.",23.20,+0.40,+1.75%,30,0,359.159M,7.14
1DB.F,doValue S.p.A.,4.4850,+0.0350,+0.79%,744,63,354.762M,64.07
WEM1.F,The Westaim Corporation,2.4400,+0.0200,+0.83%,320,0,353.31M,3.44
9BA.F,ABC arbitrage SA,5.78,-0.04,-0.69%,34,43,347.159M,11.80
A3J.F,AGF Management Limited,5.05,+0.07,+1.41%,246,6,343.795M,7.01
O4B.DE,OVB Holding AG,24.00,0.00,0.00%,137,142,342.031M,26.97
O4B.F,OVB Holding AG,23.40,0.00,0.00%,133,3,338.947M,26.59
74O.F,Atrium Mortgage Investment Corporation,7.65,+0.10,+1.32%,800,19,338.747M,9.81
6NH.F,"Carter Bankshares, Inc.",14.10,0.00,0.00%,5,0,337.601M,6.50
6S6.F,FRP Advisory Group plc,1.2700,-0.0100,-0.78%,150,0,336.368M,21.17
7RR.F,"Red River Bancshares, Inc.",46.80,-1.40,-2.90%,25,0,336.349M,9.19
H4I.F,Athena Technology Acquisition Corp. II,9.30,-0.10,-1.06%,N/A,0,333.542M,103.33
Y4X.SG,SpareBank 1 Østfold Akershus,26.38,+0.03,+0.11%,0,0,332.301M,8.43
2T7.SG,Tatton Asset Management plc,5.25,-0.05,-0.94%,0,0,324.08M,21.00
97V.F,S&U plc,26.00,0.00,0.00%,39,0,329.805M,8.12
4R6.F,Resurs Holding AB (publ),1.6010,-0.0270,-1.66%,405,31,330.142M,5.16
5QD.F,Alerus Financial Corporation,16.40,+0.30,+1.86%,19,0,329.096M,9.06
2T7.F,Tatton Asset Management plc,5.40,0.00,0.00%,N/A,0,333.339M,21.60
BQE.F,Arrow Financial Corporation,19.70,+0.10,+0.51%,33,0,326.067M,6.91
0BX.F,Bright Smart Securities & Commodities Group Limited,0.1790,+0.0040,+2.29%,"2,222",77,328.494M,5.97
K5X.F,Sparebanken Møre,6.45,+0.04,+0.64%,75,0,324.452M,4.75
VVV3.F,ÖKOWORLD AG,44.70,+0.70,+1.59%,10,32,322.582M,12.92
BGC.F,Bank of Greece,16.20,0.00,0.00%,20,3,321.811M,0.66
VVV3.DE,ÖKOWORLD AG,44.10,-0.30,-0.68%,89,709,310.919M,12.71
HKQ3.F,China Vered Financial Holding Corporation Limited,0.0065,+0.0010,+18.18%,"4,000",0,310.417M,N/A
8PB.F,Pareto Bank ASA,4.4050,+0.0450,+1.03%,"4,460",82,314.626M,6.48
FCA.SG,Funding Circle Holdings plc,0.6750,+0.0050,+0.75%,0,0,179.676M,N/A
MJP.F,"SBI Global Asset Management Co.,Ltd.",3.2600,+0.0600,+1.87%,500,8,303.659M,29.64
5H6.F,"Harbin Bank Co., Ltd.",0.0140,-0.0010,-6.67%,96,0,303.575M,1.40
3I8.F,International Personal Finance plc,1.3200,+0.0200,+1.54%,"10,570",290,299.484M,4.71
47Z.F,"Waterstone Financial, Inc.",13.70,-0.10,-0.72%,50,0,298.189M,19.03
0FE.F,ACQ Bure AB (publ),8.35,+0.25,+3.09%,100,3,298.446M,278.33
ZH5.SG,AB Siauliu Bankas,0.5230,+0.0010,+0.19%,0,0,371.371M,5.28
73K.F,Northeast Bank,38.00,-0.20,-0.52%,50,0,294.371M,7.18
Z1D.SG,SpareBank 1 Helgeland,10.40,+0.10,+0.93%,0,0,292.6M,8.81
HEE.F,Hellenic Exchanges - Athens Stock Exchange S.A.,4.9550,+0.0100,+0.20%,606,87,291.564M,35.39
2XK.F,"Shanghai Dongzheng Automotive Finance Co., Ltd.",0.1280,-0.0010,-0.78%,370,0,287.555M,12.80
786.F,Home Point Capital Inc.,2.0800,-0.0200,-0.95%,"1,000",17,289.592M,N/A
WB3.F,"West Bancorporation, Inc.",17.10,0.00,0.00%,50,0,285.78M,7.60
EUX.F,EUWAX Aktiengesellschaft,54.50,+1.00,+1.87%,165,42,280.675M,68.99
6TF.F,TF Bank AB (publ),12.98,+0.62,+5.02%,"2,000",37,280.016M,10.06
4V0.F,"NI Holdings, Inc.",13.10,-0.20,-1.50%,"1,800",0,275.459M,N/A
M9X.F,"WhiteHorse Finance, Inc.",11.86,+0.07,+0.58%,181,51,277.163M,16.94
4SN.F,MCI Capital Alternatywna Spólka Inwestycyjna S.A.,5.18,+0.02,+0.39%,200,0,274.332M,5.13
OTA.F,OboTech Acquisition SE,9.70,0.00,0.00%,150,0,273.055M,10.00
6MB0.F,Metro Bank Holdings PLC,1.4400,+0.0650,+4.73%,N/A,27,271.989M,N/A
OTA.DE,OboTech Acquisition SE,9.70,0.00,0.00%,"1,344","10,453",266.159M,10.00
1WA.F,"Bridgewater Bancshares, Inc.",9.35,-0.15,-1.58%,210,4,265.173M,5.92
46F.F,Regional Management Corp.,27.40,-0.60,-2.14%,930,19,264.231M,8.23
SPV2.F,468 SPAC II SE,9.90,+0.05,+0.51%,"1,000",17,262.5M,N/A
SPV2.DE,468 SPAC II SE,9.95,0.00,0.00%,620,"1,814",262.5M,N/A
1B2.F,Bitfarms Ltd.,1.0300,+0.0400,+4.04%,700,286,259.085M,N/A
8F1.F,First Foundation Inc.,4.6000,0.0000,0.00%,500,8,259.552M,2.93
CPB1.F,CPI Card Group Inc.,22.60,-1.00,-4.24%,59,15,258.243M,6.59
5P8.F,Blue Foundry Bancorp,9.60,+0.10,+1.05%,N/A,0,256.874M,480.00
NSEA.SG,Nomura Holdings Inc,3.5600,+0.0200,+0.56%,0,0,177.263M,N/A
T77.F,"LendingTree, Inc.",19.80,-0.10,-0.50%,30,1,255.632M,N/A
JDC.F,JDC Group AG,19.05,+0.10,+0.53%,800,59,254.016M,272.14
IZB.F,United Overseas Insurance Limited,4.1400,-0.0200,-0.48%,20,0,253.5M,21.79
6SJA.F,"SelectQuote, Inc.",1.5200,-0.0100,-0.65%,"1,200",21,253.319M,N/A
JDC.DE,JDC Group AG,19.50,+0.60,+3.17%,"1,019","3,409",253.137M,243.75
82K.F,VNV Global AB (publ),1.8100,-0.0050,-0.28%,7,0,253.121M,N/A
35OB.F,"Sculptor Capital Management, Inc.",8.40,-0.05,-0.59%,20,0,251.151M,N/A
BKHT.DE,Brockhaus Technologies AG,22.90,0.00,0.00%,7,998,250.7M,91.60
74X.F,Firm Capital Mortgage Investment Corporation,7.10,0.00,0.00%,115,0,250.528M,10.76
GH3.F,"Greenhill & Co., Inc.",13.30,-0.10,-0.75%,60,1,250.507M,N/A
3UD.F,Helios Fairfax Partners Corporation,2.5000,0.0000,0.00%,5,0,281.595M,N/A
MV6.F,MVB Financial Corp.,19.40,+0.50,+2.65%,150,0,246.353M,17.02
BKHT.F,Brockhaus Technologies AG,22.50,+0.30,+1.35%,"1,740",62,246.321M,90.00
W55.SG,Transaction Capital Limited,0.2960,-0.0020,-0.67%,0,0,242.826M,N/A
74VA.F,Financial 15 Split Corp.,5.90,0.00,0.00%,42,1,242.63M,N/A
316.F,"Capital Bancorp, Inc.",17.00,+0.10,+0.59%,38,0,241.815M,6.32
44Q.F,"Civista Bancshares, Inc.",15.30,+0.20,+1.32%,22,0,241.257M,5.69
ZYE1.F,Addiko Bank AG,12.15,0.00,0.00%,198,23,240.472M,9.20
YRRA.F,Zip Co Limited,0.2920,0.0000,0.00%,N/A,0,239.833M,N/A
B28.F,B2Holding ASA,0.6190,-0.0010,-0.16%,931,16,239.392M,8.84
WSX.F,Gielda Papierów Wartosciowych w Warszawie S.A.,8.62,-0.07,-0.75%,600,167,238.779M,12.31
DAB.F,ABG Sundal Collier Holding ASA,0.4550,-0.0125,-2.67%,"2,346",48,228.584M,11.38
MXD.F,Min Xin Holdings Limited,0.3740,-0.0040,-1.06%,"2,000",35,236.326M,4.16
7G8.F,Frontier Investment Corp,9.35,-0.10,-1.06%,N/A,0,235.59M,58.44
FC8.F,"Consumer Portfolio Services, Inc.",11.30,+0.10,+0.89%,500,0,235.112M,4.04
KZ9.F,Southern California Bancorp,12.82,+0.22,+1.75%,N/A,0,234.461M,N/A
1OP.F,Australian Ethical Investment Ltd.,2.0400,-0.2200,-9.73%,150,6,233.884M,68.00
M5V.F,"eHealth, Inc.",8.38,+0.03,+0.41%,500,70,232.316M,N/A
RV5.F,Blue Ocean Acquisition Corp.,9.50,-0.10,-1.04%,N/A,0,228.57M,29.69
47U.F,Queen's Road Capital Investment Ltd.,0.4740,+0.0320,+7.24%,483,0,228.061M,N/A
45D.F,"First Business Financial Services, Inc.",27.00,-0.20,-0.74%,30,0,226.094M,5.99
H0O.F,REVO Insurance S.p.A.,8.72,+0.02,+0.23%,247,13,224.126M,45.89
BD6.SG,Bourse Direct SA,4.1100,-0.0600,-1.44%,0,0,223.356M,41.10
0TX.F,VEF AB (Publ),0.2034,-0.0112,-5.22%,"3,991",87,214.174M,N/A
UTB.F,"Unity Bancorp, Inc.",21.40,-0.40,-1.83%,20,0,219.872M,6.33
5SZ.F,RBB Bancorp,11.50,+0.20,+1.77%,55,0,218.418M,3.75
2FX.F,Equals Group plc,1.1300,0.0000,0.00%,250,4,212.446M,56.50
L0K.F,New Energy One Acquisition Corporation Plc,11.70,0.00,0.00%,N/A,0,214.907M,N/A
OW0A.F,Ocwen Financial Corporation,27.60,0.00,0.00%,100,0,213.718M,N/A
NRI.F,"Northrim BanCorp, Inc.",37.20,-0.80,-2.11%,16,0,213.46M,8.02
8BK.F,BlackRock Capital Investment Corporation,2.9400,-0.0250,-0.84%,"1,800",190,213.361M,32.67
4HF.F,Hoist Finance AB (publ),2.3600,+0.0650,+2.83%,"4,000",70,210.755M,8.43
3TW.F,CoinShares International Limited,2.8750,-0.0550,-1.88%,"2,903",0,204.737M,0.67
SKVB.F,Catella AB (publ),2.3250,-0.0300,-1.27%,156,0,209.728M,6.12
9UH.F,PCB Bancorp,14.40,0.00,0.00%,35,0,209.52M,6.58
19YA.F,Yiren Digital Ltd.,2.3600,+0.1200,+5.36%,"2,800",49,223.18M,1.17
873.F,VAM Investments SPAC B.V.,9.75,-0.20,-2.01%,100,0,208.16M,N/A
BKB.SG,Banque nationale de Belgique SA,512.00,-4.00,-0.78%,0,1,209.333M,N/A
L0K.MU,New Energy One Acquisition Corporation Plc,11.70,0.00,0.00%,N/A,0,207.56M,N/A
2HD.F,Creaspac AB (publ),8.09,-0.02,-0.25%,N/A,0,204.707M,89.89
BWB.F,Baader Bank Aktiengesellschaft,4.1500,-0.0500,-1.19%,235,463,204.225M,12.58
5HF.F,"Hanhua Financial Holding Co., Ltd.",0.0315,-0.0005,-1.56%,"1,750",0,202.066M,N/A
GA7.F,Aimia Inc.,2.2800,-0.0800,-3.39%,"1,100",189,202.1M,0.71
JY4.F,"Northeast Community Bancorp, Inc.",13.10,-0.10,-0.76%,N/A,0,201.998M,6.62
BWB.DE,Baader Bank Aktiengesellschaft,4.1500,-0.1000,-2.35%,23,"9,432",201.349M,12.58
967.F,Bank Ochrony Srodowiska S.A.,1.9820,-0.0230,-1.15%,5,0,197.605M,5.36
73V0.F,"Ponce Financial Group, Inc.",8.00,0.00,0.00%,500,33,199.078M,N/A
PAV.F,"Parke Bancorp, Inc.",16.00,-0.10,-0.62%,150,2,195.443M,4.76
9KC.F,"Marusan Securities Co., Ltd.",2.9200,+0.0200,+0.69%,N/A,0,194.191M,32.44
HVH.F,Navigator Global Investments Limited,0.7950,-0.0100,-1.24%,500,0,193.735M,4.97
41Y.F,"BCB Bancorp, Inc.",11.30,+0.10,+0.89%,200,19,192.99M,4.85
65J.F,Saga plc,1.3650,+0.0350,+2.63%,66,1,192.922M,N/A
5A3.F,Integrated Rail and Resources Acquisition Corp.,9.65,-0.10,-1.03%,N/A,0,192.335M,160.83
OKO.F,Plumas Bancorp,32.60,-0.40,-1.21%,5,0,191.158M,7.09
7IO.F,SPEAR Investments I B.V.,10.30,+1.05,+11.35%,N/A,0,190.967M,N/A
QX0.F,European Healthcare Acquisition & Growth Company B.V.,9.40,0.00,0.00%,400,25,189.919M,N/A
4OWA.F,"Maiden Holdings, Ltd.",1.8300,-0.0500,-2.66%,"2,000",0,188.711M,3.89
OFR.F,"Orrstown Financial Services, Inc.",17.60,-0.60,-3.30%,N/A,0,187.583M,8.19
VEW.F,VersaBank,6.95,+0.10,+1.46%,250,4,187.528M,8.69
B2J.F,BayCom Corp,15.20,-0.20,-1.30%,50,0,189.701M,7.79
GY0.F,RCF Acquisition Corp.,9.40,-0.10,-1.05%,N/A,0,184.141M,28.48
7H80.F,Primis Financial Corp.,7.45,+0.05,+0.68%,39,0,183.904M,10.35
4L0.F,Oportun Financial Corporation,5.15,-0.15,-2.83%,676,0,182.952M,N/A
LRND.DE,learned SE,9.75,0.00,0.00%,50,41,182.812M,N/A
LRND.F,learned SE,9.35,+0.05,+0.54%,70,0,182.812M,N/A
1W6.F,Idun Industrier AB (publ),16.25,0.00,0.00%,50,0,178.21M,73.86
33W.F,"Bankwell Financial Group, Inc.",22.80,-0.20,-0.87%,102,0,178.83M,4.74
RX20.SG,Arbuthnot Banking Group PLC,4.5400,0.0000,0.00%,0,0,178.326M,3.52
QB7.DE,Quirin Privatbank AG,4.1000,+0.0400,+0.99%,790,556,177.993M,22.78
8KO.DU,Propel Holdings Inc.,4.9600,0.0000,0.00%,N/A,0,177.517M,10.78
KJ7A.F,Portman Ridge Finance Corporation,18.30,-0.20,-1.08%,60,29,176.034M,N/A
QB7.F,Quirin Privatbank AG,3.9800,-0.0200,-0.50%,"1,100",78,173.639M,20.95
CFF.F,C&F Financial Corporation,50.50,-1.00,-1.94%,100,1,173.444M,6.28
XSNA.F,Security National Financial Corporation,7.50,-0.05,-0.66%,900,15,173.106M,7.21
6U2.F,"Southern States Bancshares, Inc.",19.80,-0.10,-0.50%,450,7,172.882M,6.29
0UI.F,United Insurance Holdings Corp.,3.8600,+0.0200,+0.52%,"2,000",334,167.09M,N/A
9F2.F,"National Bankshares, Inc.",27.40,0.00,0.00%,5,0,165.603M,6.87
MD5.F,Medallion Financial Corp.,7.05,+0.05,+0.71%,150,2,164.417M,3.34
EEW.F,"SBI Insurance Group Co., Ltd.",6.35,-0.05,-0.78%,1,0,164.283M,20.48
22T.F,Oxford Square Capital Corp.,2.4600,+0.0100,+0.41%,2,242,164.201M,N/A
4C30.F,CMBC Capital Holdings Limited,0.1434,-0.0029,-1.98%,N/A,0,160.757M,N/A
BBHK.F,Deutsche Balaton AG,"1,510.00",0.00,0.00%,2,0,158.402M,N/A
5L0.F,"MainStreet Bancshares, Inc.",20.60,+0.20,+0.98%,2,0,158.219M,6.11
RLV.DU,RheinLand Holding AG,41.00,0.00,0.00%,26,45,157.44M,24.85
33Q.F,"First Western Financial, Inc.",16.50,0.00,0.00%,700,12,157.372M,8.68
P7A.SG,Sandnes Sparebank,7.07,+0.09,+1.33%,0,0,155.696M,10.11
5F9.F,FIDEA Holdings Co. Ltd.,8.40,0.00,0.00%,150,0,155.639M,8.84
FZV1.F,APAC Resources Limited,0.1120,-0.0020,-1.75%,300,125,155.217M,N/A
5R6.F,VCREDIT Holdings Limited,0.3100,-0.0120,-3.73%,N/A,0,152.761M,2.21
Y9C.F,ACG Acquisition Company Limited,9.27,-0.12,-1.24%,214,5,153.602M,N/A
YZ9.F,Semper Paratus Acquisition Corporation,9.20,-0.10,-1.08%,N/A,0,152.276M,76.67
SB1.F,Smartbroker Holding AG,9.64,-0.12,-1.23%,"1,500",91,152.109M,80.33
SB1.DE,Smartbroker Holding AG,9.66,-0.12,-1.23%,210,"4,106",151.481M,80.50
DX0.F,United Bankers Oyj,13.80,-0.20,-1.43%,N/A,0,150.515M,11.60
2LJ.F,Axactor ASA,0.4600,-0.0015,-0.33%,"10,000",203,150.455M,3.07
SRAG.F,Samara Asset Group plc,2.6200,0.0000,0.00%,"1,600",62,149.91M,4.44
6BI.F,The Community Financial Corporation,25.40,0.00,0.00%,N/A,0,149.147M,5.05
71F.F,Virginia National Bankshares Corporation,27.20,-0.20,-0.73%,N/A,0,146.866M,6.45
RCVR.F,SMG European Recovery SPAC SE,10.10,0.00,0.00%,10,0,145.188M,N/A
SRAG.DU,Samara Asset Group plc,2.4400,-0.2400,-8.96%,400,7,139.611M,4.60
F5L.F,Humm Group Limited,0.2600,+0.0140,+5.69%,"12,000",210,138.168M,N/A
8KF.F,"Ichiyoshi Securities Co., Ltd.",3.8800,-0.0200,-0.51%,400,0,134.558M,22.82
597.F,BOCOM International Holdings Company Limited,0.0400,0.0000,0.00%,200,178,134.402M,N/A
7DO0.F,Crypto Blockchain Industries,0.4550,-0.0100,-2.15%,249,16,133.873M,45.50
BPA.F,Banca Profilo S.p.A.,0.1885,-0.0095,-4.80%,1,0,132.69M,9.43
1GJ.F,"First Guaranty Bancshares, Inc.",11.30,-0.10,-0.88%,660,0,132.025M,5.49
LQAG.DE,Laiqon AG,7.54,+0.04,+0.53%,"5,177","5,517",131.825M,N/A
T81.F,Aquila Acquisition Corporation,1.0100,0.0000,0.00%,N/A,0,130.937M,N/A
WTK.F,"Invalda INVL, AB",10.70,-0.10,-0.93%,100,0,129.971M,7.81
LGC.F,Heritage Global Inc.,3.4800,-0.1400,-3.87%,550,181,129.153M,7.73
896.F,"Mito Securities Co., Ltd.",2.0200,-0.0200,-0.98%,110,1,129M,33.67
BCA.F,Attica Bank S.A.,12.52,-0.98,-7.26%,22,8,129.874M,N/A
LQAG.F,Laiqon AG,7.32,0.00,0.00%,"1,150",354,128.326M,N/A
WTK.SG,"Invalda INVL, AB",10.20,-0.30,-2.86%,0,0,127.438M,7.39
MBK.F,Merkur PrivatBank KgaA,15.90,+0.60,+3.92%,"1,482",15,126.123M,11.95
45H.F,First Internet Bancorp,13.40,0.00,0.00%,900,0,124.362M,6.77
MBK.DE,Merkur PrivatBank KgaA,15.90,+0.10,+0.63%,370,522,123.682M,11.78
8JE.F,Industrial Stars of Italy 4 S.p.A.,9.00,-0.20,-2.17%,N/A,0,123.383M,N/A
489.F,"Western New England Bancorp, Inc.",5.50,+0.10,+1.85%,1,0,122.151M,4.95
V77.SG,Agronomics Limited,0.1100,-0.0290,-20.86%,0,896,121.436M,5.50
82H.F,LendInvest plc,0.8350,0.0000,0.00%,66,0,120.089M,5.96
SPT6.F,Sparta AG,34.00,0.00,0.00%,9,76,119.539M,N/A
E7L.F,Euroz Hartleys Group Limited,0.6900,+0.0050,+0.73%,150,2,115.957M,8.62
V77.F,Agronomics Limited,0.1000,-0.0080,-7.41%,"15,000","1,111",115.484M,5.00
DFV.DE,DFV Deutsche Familienversicherung AG,7.90,+0.12,+1.54%,"6,497","9,599",115.244M,395.00
OP3.F,OP Bancorp,7.55,0.00,0.00%,70,0,114.545M,3.76
EXC.DE,exceet Group SCA,5.70,0.00,0.00%,863,"3,115",114.42M,N/A
MPCK.F,MPC Münchmeyer Petersen Capital AG,3.1600,+0.0400,+1.28%,13,319,112.795M,4.21
MPCK.DE,MPC Münchmeyer Petersen Capital AG,3.2000,+0.0200,+0.63%,"1,430","9,078",112.795M,4.21
1ZR.F,Atlantic Coastal Acquisition Corp.,9.25,-0.10,-1.07%,N/A,0,113.662M,38.54
EXC.F,exceet Group SCA,5.55,-0.20,-3.48%,195,413,111.409M,N/A
A48.F,Innovative International Acquisition Corp.,9.80,-0.15,-1.51%,N/A,0,111.32M,N/A
FZV1.SG,APAC Resources Limited,0.1130,+0.0020,+1.80%,0,590,103.866M,1.16
DFV.F,DFV Deutsche Familienversicherung AG,7.62,-0.10,-1.30%,152,20,111.159M,381.00
G04.F,RF Capital Group Inc.,6.85,-0.10,-1.44%,40,0,110.851M,N/A
3SB.F,California BanCorp,13.10,-0.10,-0.76%,250,0,110.55M,5.22
V8D.F,Athena Consumer Acquisition Corp.,9.65,-0.20,-2.03%,50,2,109.235M,482.50
36J.F,Transition Evergreen SA,2.5600,+0.2900,+12.78%,8,12,110.905M,4.34
88J.F,Compagnie Lebon,94.00,0.00,0.00%,7,0,108.45M,10.47
RR5.F,Solid Försäkringsaktiebolag (publ),5.47,-0.06,-1.08%,198,3,105.535M,10.32
2PS.F,PT Bank Panin Dubai Syariah Tbk,0.0015,-0.0005,-25.00%,"50,000",877,103.358M,N/A
4QR.F,United Security Bancshares,6.10,-0.05,-0.81%,100,0,104.352M,5.70
ADE.DE,Bitcoin Group SE,20.65,-0.05,-0.24%,"3,478","7,146",103.25M,103.25
7ZH.F,Investar Holding Corporation,10.40,-0.10,-0.95%,500,0,103.14M,3.85
YCX.F,"Citizens, Inc.",2.0600,0.0000,0.00%,20,0,102.705M,N/A
ADE.F,Bitcoin Group SE,20.50,-0.35,-1.68%,20,287,102.5M,102.50
ADE.DU,Bitcoin Group SE,20.45,-0.25,-1.21%,155,15,102.25M,102.25
BPA.SG,Banca Profilo S.p.A.,0.1980,0.0000,0.00%,0,0,142.192M,99.00
45I.F,First Northwest Bancorp,10.30,+0.10,+0.98%,40,0,99.577M,6.06
B7E.F,Blue Cap AG,22.00,0.00,0.00%,54,13,99.356M,8.06
VG30.F,Generalfinance S.p.A.,7.70,-0.05,-0.65%,N/A,0,99.173M,8.65
9TB.F,Territorial Bancorp Inc.,11.10,0.00,0.00%,115,2,99.067M,7.76
B7E.DE,Blue Cap AG,22.40,0.00,0.00%,471,396,98.477M,7.83
0CD.F,Lifeline SPAC I Oyj,9.82,+0.06,+0.61%,10,0,101.029M,N/A
B2S.SG,Banca Sistema S.p.A.,1.2080,+0.0080,+0.67%,0,0,99.253M,3.60
9BT.F,Goldmoney Inc.,1.2450,-0.0100,-0.80%,"1,111",396,96.346M,41.50
8F5.F,"Eagle Bancorp Montana, Inc.",12.00,+0.10,+0.84%,60,0,99.108M,8.63
MZ3.SG,SpareBank 1 Nordmøre,10.27,-0.07,-0.72%,0,0,95.079M,9.51
LUS1.DE,Lang & Schwarz Aktiengesellschaft,10.05,-0.10,-0.99%,"2,712","4,949",94.852M,10.81
B2S.F,Banca Sistema S.p.A.,1.1760,-0.0200,-1.67%,"1,025",0,97.822M,4.36
LUS1.F,Lang & Schwarz Aktiengesellschaft,9.98,-0.27,-2.63%,84,289,94.191M,10.62
STF.SG,Siebert Financial Corp.,2.2400,+0.0200,+0.90%,0,142,93.864M,32.00
NF4.F,Netfonds AG,40.00,0.00,0.00%,25,3,93.638M,10.67
FU3.F,First United Corporation,13.70,-0.20,-1.44%,42,0,93.122M,4.36
MB01.F,Scully Royalty Ltd.,5.85,+0.05,+0.86%,270,11,93.119M,N/A
87F.F,"GigCapital5, Inc.",9.55,0.00,0.00%,N/A,0,92.775M,N/A
BDL1.F,Asia Standard International Group Limited,0.0655,-0.0005,-0.76%,1,0,91.186M,N/A
BHZA.F,GAM Holding AG,0.0400,0.0000,0.00%,"5,000",87,90.066M,N/A
N4G.F,The NAGA Group AG,1.6600,+0.0040,+0.24%,425,236,89.72M,N/A
AMA.F,Altech Advanced Materials AG,12.40,-2.50,-16.78%,"42,256","4,307",87.575M,N/A
D6D.F,AGBA Group Holding Limited,1.3400,+0.0900,+7.20%,200,257,87.114M,N/A
93W.F,Huarong International Financial Holdings Limited,0.0100,0.0000,0.00%,N/A,0,87.1M,N/A
N4G.DE,The NAGA Group AG,1.5720,-0.0880,-5.30%,"3,105","8,317",84.963M,N/A
SVE.DE,Shareholder Value Beteiligungen AG,121.00,0.00,0.00%,154,101,84.088M,N/A
VK2.SG,Aurskog Sparebank,17.95,+0.19,+1.06%,0,0,84.319M,4.81
SVE.F,Shareholder Value Beteiligungen AG,118.00,0.00,0.00%,19,6,83.382M,N/A
FRU.DE,Multitude SE,3.8200,0.0000,0.00%,58,"6,429",82.427M,10.05
9KH.F,"SB Financial Group, Inc.",11.70,+0.10,+0.86%,N/A,0,81.037M,7.36
78U.F,Intermonte Partners SIM S.p.A.,2.4300,0.0000,0.00%,"3,000",0,81.585M,13.50
FRU.F,Multitude SE,3.7600,-0.0400,-1.05%,180,219,81.559M,9.64
8N4.F,"First Savings Financial Group, Inc.",11.70,-0.20,-1.68%,45,0,81.158M,7.60
PZS.DE,Scherzer & Co. AG,2.7000,+0.0200,+0.75%,"1,000","1,942",80.838M,N/A
PZS.F,Scherzer & Co. AG,2.6200,-0.0400,-1.50%,900,68,80.253M,N/A
KBN.F,Morrow Bank ASA,0.3860,-0.0150,-3.74%,"2,000",0,81.642M,N/A
H9G.F,Hansard Global plc,0.5550,-0.0150,-2.63%,"10,000",175,78.887M,13.88
B6M.F,Dominion Lending Centres Inc.,1.5600,+0.0200,+1.30%,200,0,76.871M,3.00
