Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM)
PBB.BE,Deutsche Pfandbriefbank AG,6.73,+0.03,+0.37%,"2,500",954,N/A,N/A
3PE.DU,QCR Holdings Inc,39.80,-0.20,-0.50%,20,0,N/A,N/A
BBVA.MU,Banco Bilbao Vizcaya Argentaria SA,6.70,0.00,0.00%,130,160,N/A,N/A
TR1.SG,T. Rowe Price Group Inc,104.24,+1.64,+1.60%,0,16,N/A,N/A
RAG.MU,Radian Group Inc,22.80,0.00,0.00%,200,0,N/A,N/A
ME1.HA,Banca Mediolanum,8.04,+0.03,+0.42%,100,0,N/A,N/A
LLD.SG,Lloyds Banking Group PLC,0.5260,+0.0020,+0.38%,0,"2,177",N/A,N/A
WEA.BE,Western Alliance Bancorp,35.20,-0.20,-0.56%,550,17,N/A,N/A
OIX.BE,ORIX Corp,16.10,-0.30,-1.83%,500,21,N/A,N/A
WEM1.SG,The Westaim Corp,2.4400,0.0000,0.00%,0,0,N/A,N/A
OHH.MU,PT Panin Financial Tbk,0.0125,-0.0005,-3.85%,"20,000",0,N/A,N/A
QHH.SG,Dai-ichi Life Holdings Inc,16.90,-0.20,-1.17%,0,0,N/A,N/A
CWW.DU,Commonwealth Bank of Australia,62.13,+0.68,+1.11%,62,1,N/A,N/A
C4C.DU,Bank of Communications Co Ltd,0.5900,-0.0050,-0.84%,"3,000",0,N/A,N/A
NBC.MU,National Bank of Canada,68.00,+0.50,+0.74%,70,0,N/A,N/A
CI9.BE,CITIC Securities Co Ltd,1.7200,0.0000,0.00%,0,0,N/A,N/A
DWS.HA,DWS Group GmbH & Co KGaA,29.40,-0.21,-0.71%,500,14,N/A,N/A
LLD.MU,Lloyds Banking Group PLC,0.5280,+0.0040,+0.76%,"3,000",0,N/A,N/A
KR51.BE,KKR & Co Inc,53.34,+0.86,+1.64%,100,0,N/A,N/A
D8S.BE,Itau Corpbanca,3.0000,+0.0400,+1.35%,"1,000",21,N/A,N/A
BRYN.HM,Berkshire Hathaway Inc,310.40,-1.60,-0.51%,1,47,N/A,N/A
1WA.MU,Bridgewater Bancshares Inc,9.60,0.00,0.00%,30,6,N/A,N/A
5FW.DU,Yamaguchi Financial Group Inc,5.75,-0.05,-0.86%,818,0,N/A,N/A
TLX.HM,Talanx AG,53.90,+0.25,+0.47%,75,356,N/A,N/A
RJF.HA,Raymond James Financial Inc,91.00,+1.00,+1.11%,N/A,0,N/A,N/A
NSE.MU,Nomura Holdings Inc,3.5880,+0.0320,+0.90%,"1,000",0,N/A,N/A
11H.BE,Heritage Insurance Holdings Inc,3.7600,-0.1400,-3.59%,"3,000",0,N/A,N/A
HDB.DU,Azimut Holding SPA,19.95,+0.12,+0.60%,N/A,0,N/A,N/A
3V64.DU,Visa Inc,206.95,+1.85,+0.90%,5,1,N/A,N/A
CNH.DU,CNA Financial Corp,34.60,-0.20,-0.57%,30,0,N/A,N/A
FS5A.DU,FS KKR Capital Corp,17.40,+0.06,+0.35%,55,0,N/A,N/A
PP4A.BE,Popular Inc,56.50,0.00,0.00%,20,0,N/A,N/A
FI6.DU,First Financial Bankshares Inc,27.60,+0.20,+0.73%,N/A,0,N/A,N/A
2BF.MU,BFF Bank SpA,9.76,-0.08,-0.81%,300,0,N/A,N/A
CAI.HA,Canadian Imperial Bank of Commerce,39.88,+0.12,+0.30%,100,2,N/A,N/A
ICBA.BE,ICICI Bank Ltd,20.60,-0.40,-1.90%,985,20,N/A,N/A
M5V.SG,eHealth Inc,8.11,-0.12,-1.41%,0,6,N/A,N/A
RAW.HA,Raiffeisen Bank International AG,13.69,-0.12,-0.87%,73,1,N/A,N/A
IYYA.HA,Investec Ltd,5.40,+0.05,+0.93%,N/A,0,N/A,N/A
FF60.BE,FirstCash Holdings Inc,86.20,+0.26,+0.30%,N/A,0,N/A,N/A
I2X2.BE,Intermediate Capital Group PLC,16.58,-0.04,-0.24%,450,0,N/A,N/A
SJI.BE,SpareBank 1 SMN,11.92,-0.03,-0.22%,500,0,N/A,N/A
31X.BE,NB PRIVATE EQUITY PART.A,18.40,+0.10,+0.55%,200,0,N/A,N/A
B7K1.BE,Fidelity Emerging Markets Ltd,7.05,+0.03,+0.48%,0,"91,483",N/A,N/A
IVKA.BE,Investec PLC,5.48,-0.05,-0.98%,200,0,N/A,N/A
HX9.BE,PT Bank Danamon Indonesia Tbk,0.1630,-0.0040,-2.40%,"19,000",0,N/A,N/A
I5G.BE,IG Group Holdings PLC,8.19,-0.02,-0.18%,"4,000",0,N/A,N/A
1BF.BE,Phoenix Group Holdings PLC,6.45,+0.05,+0.78%,250,4,N/A,N/A
1QZ.BE,Coinbase Global Inc,49.38,-0.08,-0.16%,20,123,N/A,N/A
6V3.BE,Lufax Holding Ltd,1.4500,-0.0900,-5.84%,500,0,N/A,N/A
PGV.BE,Progressive Corp,118.80,+1.60,+1.37%,80,5,N/A,N/A
8PB.BE,Pareto Bank ASA,4.4600,+0.0200,+0.45%,500,0,N/A,N/A
FRYA.SG,Swedbank AB,15.88,+0.65,+4.23%,0,29,N/A,N/A
SEBA.SG,Skandinaviska Enskilda Banken AB,10.31,+0.12,+1.23%,0,132,N/A,N/A
2J2.BE,FB Financial Corp,26.40,-0.20,-0.75%,0,0,N/A,N/A
1LFA.BE,LexinFintech Holdings Ltd,2.2000,-0.0800,-3.51%,300,0,N/A,N/A
D8V.BE,Credicorp Ltd,134.00,-1.00,-0.74%,22,0,N/A,N/A
BCY2.BE,Barclays PLC,7.20,0.00,0.00%,120,0,N/A,N/A
DC7.BE,Discover Financial Services,105.70,-1.35,-1.26%,80,0,N/A,N/A
AENF.BE,Aegon NV,4.4000,-0.0600,-1.35%,"1,880",0,N/A,N/A
TRVC.SG,Citigroup Inc,44.18,+0.24,+0.55%,980,243,N/A,N/A
AU61.SG,Absa Group Ltd,7.95,-0.20,-2.45%,0,0,N/A,N/A
SKC2.SG,Standard Bank Group Ltd,8.50,-0.05,-0.58%,"1,500",0,N/A,N/A
7DO0.SG,Crypto Blockchain Industries SA,0.5090,+0.0590,+13.11%,0,129,N/A,N/A
BVXB.SG,Itau Unibanco Holding SA,5.30,+0.05,+0.95%,0,0,N/A,N/A
ALS.HM,Allstate Corp,100.00,-2.00,-1.96%,250,4,N/A,N/A
GA7.BE,Aimia Inc,2.3600,-0.0200,-0.84%,"1,000",0,N/A,N/A
VMR1.BE,NSI Asset AG,2.0000,0.0000,0.00%,100,0,N/A,N/A
XCAU.BE,Credit Agricole SA,5.35,0.00,0.00%,160,0,N/A,N/A
MUX.BE,Mutares SE & Co KGaA,24.80,-0.10,-0.40%,200,43,N/A,N/A
ALG.BE,ALBIS Leasing AG,2.0800,0.0000,0.00%,"3,077",0,N/A,N/A
SB1.BE,Smartbroker Holding AG,9.72,-0.08,-0.82%,75,1,N/A,N/A
VHO.BE,Value-Holdings AG,6.20,0.00,0.00%,"1,000",21,N/A,N/A
GBKB.BE,Turkiye Garanti Bankasi AS,1.2200,0.0000,0.00%,"2,500",0,N/A,N/A
C6T.SG,China Construction Bank Corp,0.6000,+0.0025,+0.42%,"1,000","4,173",N/A,N/A
DFTK.BE,DF Deutsche Forfait AG,2.0400,+0.0200,+0.99%,"2,600",45,N/A,N/A
CSQ.BE,Creditshelf AG,10.20,+0.10,+0.99%,20,0,N/A,N/A
ATW.BE,Allerthal-Werke AG,24.60,0.00,0.00%,100,1,N/A,N/A
SVE.BE,Shareholder Value Beteiligungen AG,120.00,0.00,0.00%,33,0,N/A,N/A
TM2.BE,Sydbank A/S,43.62,+0.98,+2.30%,2,0,N/A,N/A
BD6.F,Bourse Direct,4.1300,+0.0200,+0.49%,130,12,N/A,N/A
2JA.SG,Audacia SA,5.30,0.00,0.00%,0,0,N/A,N/A
ADC.SG,AdCapital AG,1.2800,0.0000,0.00%,"2,200",267,N/A,N/A
A5G.SG,AIB Group PLC,3.7720,+0.0560,+1.51%,0,49,N/A,N/A
6HW.F,Bank Handlowy w Warszawie SA,19.58,+0.08,+0.41%,384,10,N/A,N/A
FB00.BE,Cathedra Bitcoin Inc,0.0674,+0.0036,+5.64%,"10,000",175,N/A,N/A
ATR0.F,Athene Holding Ltd.,20.00,0.00,0.00%,2,0,N/A,N/A
BK3.BE,Capital City Bank Group Inc,29.20,+0.20,+0.69%,100,0,N/A,N/A
PX5.BE,FSA Group Ltd,0.6050,-0.0100,-1.63%,0,0,N/A,N/A
1C5.HA,Citizens Financial Group Inc,25.21,+0.21,+0.84%,231,0,N/A,N/A
6HT.DU,Haitong Securities Co Ltd,0.5900,0.0000,0.00%,"19,000",0,N/A,N/A
B7A.BE,Banca Generali,30.94,+0.58,+1.91%,600,0,N/A,N/A
2FQ0.MU,Quilter PLC,0.9810,0.0000,0.00%,"2,499",0,N/A,N/A
AP4N.SG,Riot Blockchain Inc,9.24,+0.42,+4.81%,750,"4,046",N/A,N/A
4JP.BE,Japan Post Insurance Co Ltd,13.50,-0.30,-2.17%,93,0,N/A,N/A
BZLA.SG,Banco do Brasil SA BB Brasil,9.10,+0.15,+1.68%,0,132,N/A,N/A
BRE.SG,Bank Bradesco SA,3.0600,-0.0200,-0.65%,0,153,N/A,N/A
A6O.BE,Alior Bank SA,10.02,+0.07,+0.71%,100,0,N/A,N/A
ES3G.MU,ESG Global Impact Capital Inc,0.1030,0.0000,0.00%,"2,333",40,N/A,N/A
8BK.SG,BlackRock Capital Investment Corp,2.9400,-0.0600,-2.00%,0,517,N/A,N/A
26B0.BE,GOAT Industries Ltd,0.0075,0.0000,0.00%,"20,000","1,000",N/A,N/A
PZS.SG,Scherzer & Co AG,2.7000,+0.0600,+2.27%,700,775,N/A,N/A
BSA.SG,Banco Santander Chile,17.60,+0.30,+1.73%,0,0,N/A,N/A
AENF.BE,Aegon NV,4.4000,-0.0600,-1.35%,"1,880",0,N/A,N/A
1LFA.BE,LexinFintech Holdings Ltd,2.2000,-0.0800,-3.51%,300,0,N/A,N/A
FRYA.SG,Swedbank AB,15.88,+0.65,+4.23%,0,29,N/A,N/A
SEBA.SG,Skandinaviska Enskilda Banken AB,10.31,+0.12,+1.23%,0,132,N/A,N/A
2J2.BE,FB Financial Corp,26.40,-0.20,-0.75%,0,0,N/A,N/A
D8V.BE,Credicorp Ltd,134.00,-1.00,-0.74%,22,0,N/A,N/A
BCY2.BE,Barclays PLC,7.20,0.00,0.00%,120,0,N/A,N/A
6V3.BE,Lufax Holding Ltd,1.4500,-0.0900,-5.84%,500,0,N/A,N/A
PGV.BE,Progressive Corp,118.80,+1.60,+1.37%,80,5,N/A,N/A
189A.BE,Grupo Supervielle SA,2.5600,+0.0200,+0.79%,N/A,0,N/A,N/A
PX5.BE,FSA Group Ltd,0.6050,-0.0100,-1.63%,0,0,N/A,N/A
TM2.BE,Sydbank A/S,43.62,+0.98,+2.30%,2,0,N/A,N/A
BD6.F,Bourse Direct,4.1300,+0.0200,+0.49%,130,12,N/A,N/A
ACBB.SG,Alpha Services and Holdings SA,1.5160,+0.0125,+0.83%,0,"1,072",N/A,N/A
2NN0.SG,NN Group NV,16.10,-0.10,-0.62%,0,0,N/A,N/A
2BF.SG,BFF Bank SpA,9.65,-0.01,-0.16%,0,0,N/A,N/A
HDB.SG,Azimut Holding SPA,20.04,+0.23,+1.14%,0,0,N/A,N/A
ME1.SG,Banca Mediolanum,8.20,+0.05,+0.56%,0,15,6.056B,17.23
6YM.SG,CATCo Reinsurance Opportunities Fund Ltd,11.20,-0.20,-1.75%,0,N/A,N/A,N/A
SB1.HM,Smartbroker Holding AG,9.66,+0.14,+1.47%,210,0,N/A,N/A
B7A.SG,Banca Generali,30.90,+0.08,+0.26%,0,0,N/A,N/A
AB2.SG,ABN AMRO Bank NV,14.09,+0.10,+0.71%,0,99,N/A,N/A
8JA.SG,JR HOLDING S.A,1.6200,0.0000,0.00%,0,0,N/A,N/A
CAI.SG,Canadian Imperial Bank of Commerce,40.02,+0.20,+0.50%,0,2,N/A,N/A
NVA6.BE,Kiatnakin Phatra Bank PCL,1.6100,-0.0300,-1.83%,0,0,N/A,N/A
OTP.SG,OTP Bank PLC,31.71,+0.30,+0.96%,0,6,N/A,N/A
GBQ.MU,GBK Beteiligungen AG,5.50,0.00,0.00%,"10,000",385,N/A,N/A
EBO.DE,Erste Group Bank AG.,31.90,+0.13,+0.41%,655,"7,715",13.095B,13.40
124.SG,Anima Holding SpA,3.3340,-0.0160,-0.48%,0,0,N/A,N/A
EFGD.SG,Eurobank Ergasias Services And Holdings SA,1.5215,-0.0040,-0.26%,0,"1,535",N/A,N/A
EAO.SG,Credito Emiliano,6.77,+0.05,+0.74%,0,0,N/A,N/A
LUS1.SG,Lang & Schwarz AG,10.30,+0.34,+3.41%,0,463,N/A,N/A
IV6.DU,Kinnevik AB,12.90,-0.05,-0.42%,2,0,N/A,N/A
18LB.DU,Investment AB Latour,18.90,-0.24,-1.23%,9,0,N/A,N/A
1NW.DU,Neptune Digital Assets Corp,0.1375,+0.0035,+2.61%,"11,764",316,N/A,N/A
BWB.SG,Baader Bank AG.,4.1500,-0.0600,-1.43%,835,910,N/A,N/A
855.DU,Upstart Holdings Inc,34.44,+1.04,+3.11%,440,10,N/A,N/A
A7A.SG,FinLab AG,11.40,+0.10,+0.88%,0,102,N/A,N/A
ADE.SG,Bitcoin Group SE,20.60,+0.05,+0.24%,385,540,N/A,N/A
RYC.DU,Royal Bank of Canada,87.56,+0.79,+0.91%,2,0,N/A,N/A
VG8.SG,Varengold Wertpapierhandelsbank AG,2.6000,-0.0400,-1.52%,0,210,N/A,N/A
6NO.DU,Noah Holdings Ltd,14.70,-0.30,-2.00%,N/A,0,N/A,N/A
6B0.DU,SoFi Technologies Inc,7.87,-0.56,-6.64%,500,61,N/A,N/A
DSN.DU,Danske Bank A/S,21.97,+0.39,+1.81%,50,0,N/A,N/A
N4G.SG,The Naga Group AG,1.6020,-0.0540,-3.26%,"3,590",670,N/A,N/A
MBK.SG,Merkur Privatbank KGaA,15.80,+0.10,+0.64%,370,35,N/A,N/A
XTP.SG,Sino AG,27.90,-0.10,-0.36%,2,105,N/A,N/A
MB9.DU,Valour Inc,0.0538,-0.0056,-9.43%,"14,000",894,N/A,N/A
6AX.DU,DMG Blockchain Solutions Inc,0.1728,-0.0002,-0.12%,"6,000",105,N/A,N/A
SVE.SG,Shareholder Value Beteiligungen AG,118.00,0.00,0.00%,0,9,N/A,N/A
PBB.DU,Deutsche Pfandbriefbank AG,6.73,+0.05,+0.75%,600,705,N/A,N/A
SB1.SG,Smartbroker Holding AG,9.68,-0.08,-0.82%,0,158,N/A,N/A
SPT6.SG,Sparta AG,34.00,0.00,0.00%,1,58,N/A,N/A
CPX.SG,Capsensixx AG,15.60,+0.20,+1.30%,0,4,N/A,N/A
PZX.BE,Ping An Insurance (Group) Co. of China Ltd,6.15,+0.05,+0.80%,"1,000",237,N/A,N/A
MUV2.SG,Munchener Ruckversicherungs-Gesellschaft AG,328.00,+0.50,+0.15%,801,"2,398",N/A,N/A
7111.DU,BIGG Digital Assets Inc,0.1504,+0.0018,+1.21%,"1,500",0,N/A,N/A
MKV.SG,Markel Corp,"1,234.00",+9.00,+0.73%,0,32,N/A,N/A
FFP.DU,Peugeot Invest,100.20,+0.20,+0.20%,10,0,N/A,N/A
DB1.DU,Deutsche Boerse AG,173.25,+3.95,+2.33%,22,14,N/A,N/A
K7X.DU,Brookfield Corp,30.63,+0.48,+1.61%,14,8,N/A,N/A
3PU.BE,Purple Group Ltd,0.0445,0.0000,0.00%,"27,481",0,N/A,N/A
B4M1.SG,SpareBank 1 SR Bank ASA,10.64,+0.05,+0.47%,0,0,N/A,N/A
ARL.SG,Aareal Bank AG,33.55,+0.05,+0.15%,250,421,N/A,N/A
MIU.SG,Sumitomo Mitsui Trust Holdings Inc,31.80,-1.20,-3.64%,0,6,N/A,N/A
LA6A.BE,Sanlam Ltd,3.0400,+0.0400,+1.33%,"2,480",0,N/A,N/A
GAH.SG,Arthur J. Gallagher & Co,193.85,+0.40,+0.21%,0,0,N/A,N/A
47TA.SG,TISCO Financial Group PCL,2.4800,-0.0200,-0.80%,0,0,N/A,N/A
6FHA.BE,Futu Holdings Ltd,38.00,-1.00,-2.56%,100,0,N/A,N/A
IDV1.SG,Industrivarden AB,25.51,+0.30,+1.19%,0,1,N/A,N/A
ENXB.BE,Euronext NV,66.05,0.00,0.00%,35,0,N/A,N/A
BCPN.BE,Banco Comercial Portugues SA,0.2213,+0.0050,+2.31%,266,4,N/A,N/A
47T.SG,TISCO Financial Group PCL,2.4800,-0.0200,-0.80%,0,0,N/A,N/A
HIUC.SG,China Taiping Insurance Holdings Co Ltd,0.9500,+0.0050,+0.53%,0,0,N/A,N/A
OFP.BE,OFG Bancorp,24.40,-0.40,-1.61%,0,0,N/A,N/A
65C.BE,Coface SA,12.92,-0.01,-0.08%,401,7,N/A,N/A
BPM.BE,Banco BPM SpA,3.9980,+0.0890,+2.28%,"2,000",35,N/A,N/A
4RE.BE,Renta 4 Banco SA,10.00,0.00,0.00%,0,0,N/A,N/A
RK8.BE,Prospect Capital Corp,5.72,-0.01,-0.26%,100,3,N/A,N/A
SKT.SG,Storebrand ASA,7.04,+0.07,+1.03%,0,2,N/A,N/A
BJR.BE,BOK Financial Corp,80.50,-1.50,-1.83%,N/A,0,N/A,N/A
DMB.SG,Hargreaves Lansdown PLC,9.58,-0.09,-0.93%,0,0,N/A,N/A
ZTY.BE,Bank Fur Tirol und Vorarlberg AG,41.80,0.00,0.00%,0,0,N/A,N/A
6JS.SG,TriplePoint Venture Growth BDC Corp,10.74,-0.20,-1.86%,0,0,N/A,N/A
CMC.SG,JPMorgan Chase & Co,130.90,+1.30,+1.00%,325,127,N/A,N/A
D1LN.SG,Direct Line Insurance Group PLC,1.8280,-0.0300,-1.61%,0,11,N/A,N/A
DB1.BE,Deutsche Boerse AG,173.00,+3.65,+2.16%,56,25,N/A,N/A
DB1.SG,Deutsche Boerse AG,173.00,+3.95,+2.34%,878,"1,901",N/A,N/A
ORJ.SG,Old Republic International Corp,22.57,+0.11,+0.49%,0,28,N/A,N/A
CSX1.HM,Credit Suisse Group AG,0.8100,0.0000,0.00%,20,"1,719",N/A,N/A
CSX1.DU,Credit Suisse Group AG,0.8180,0.0000,0.00%,"1,000","2,145",N/A,N/A
CLN.BE,The City of London Investment Trust Plc,4.5950,-0.0100,-0.22%,460,0,N/A,N/A
MON.MU,Bloxolid AG,0.0045,0.0000,0.00%,"2,850",53,N/A,N/A
L0K.SG,New Energy One Acquisition,11.50,0.00,0.00%,0,N/A,N/A,N/A
NVA7.MU,Maybank Securities (Thailand) PCL,0.2560,0.0000,0.00%,"1,000",0,N/A,N/A
FNQA.BE,Fineqia International Inc,0.0015,0.0000,0.00%,1,0,N/A,N/A
6HU0.F,"Midland States Bancorp, Inc.",20.10,-0.40,-1.95%,N/A,0,N/A,N/A
K4I1.SG,Elife Holdings Ltd,0.0090,-0.0015,-14.29%,0,0,N/A,N/A
XCA.SG,Credit Agricole SA,10.81,-0.05,-0.46%,0,212,N/A,N/A
7HC.SG,Home Capital Group Inc,29.80,0.00,0.00%,0,0,N/A,N/A
18LB.SG,Investment AB Latour,18.75,-0.17,-0.87%,0,3,N/A,N/A
F1EF.BE,Fidelity National Financial Inc,31.97,+0.08,+0.25%,47,0,N/A,N/A
D1NC.BE,DNB Bank ASA,16.91,+0.05,+0.30%,300,5,N/A,N/A
3V6.BE,Visa Inc,14.60,+0.20,+1.39%,250,0,N/A,N/A
BZZ.HA,Bank of Montreal,81.55,0.00,0.00%,20,0,N/A,N/A
RN7.MU,Regions Financial Corp,16.47,+0.08,+0.49%,100,0,N/A,N/A
RAG.BE,Radian Group Inc,22.80,0.00,0.00%,400,0,N/A,N/A
L91.SG,Ninety One Ltd,1.9500,-0.0500,-2.50%,N/A,N/A,N/A,N/A
59M.BE,MS&AD Insurance Group Holdings Inc,33.20,-0.60,-1.78%,32,4,N/A,N/A
GM8.SG,Blackstone Secured Lending Fund,23.65,-0.32,-1.36%,0,7,N/A,N/A
2PP.SG,PayPal Holdings Inc,60.59,+0.35,+0.58%,"3,131","3,056",N/A,N/A
0CI.SG,China Cinda Asset Management Co Ltd,0.0980,+0.0010,+1.03%,0,0,N/A,N/A
0VF.BE,Virtu Financial Inc,16.81,+0.01,+0.03%,77,1,N/A,N/A
XZ3.MU,FRNT Financial Inc,0.2680,+0.0240,+9.84%,N/A,0,N/A,N/A
SGE.MU,Societe Generale SA,23.16,-0.25,-1.07%,90,89,N/A,N/A
FRYA.BE,Swedbank AB,15.91,+0.47,+3.04%,50,0,N/A,N/A
BLZ.BE,Bure Equity AB,22.18,-0.34,-1.51%,60,0,N/A,N/A
OHH.BE,PT Panin Financial Tbk,0.0175,-0.0005,-2.78%,0,0,N/A,N/A
0SR.BE,Spar Nord Bank A/S,14.50,+0.25,+1.75%,356,0,N/A,N/A
BNW.BE,BankNordik P/F,18.95,+0.55,+2.99%,100,39,N/A,N/A
295.BE,Taaleri PLC,9.77,+0.09,+0.93%,199,0,N/A,N/A
61MA.BE,MedCap AB,24.85,-0.35,-1.39%,95,0,N/A,N/A
CIN.BE,Commercial International Bank (Egypt) SAE,1.0400,0.0000,0.00%,470,119,N/A,N/A
FFB.BE,PT Bank OCBC Nisp Tbk,0.0660,-0.0025,-3.65%,"50,000",0,N/A,N/A
JR0.BE,Just Group PLC,0.9450,-0.0150,-1.56%,"1,668",0,N/A,N/A
IDVA.BE,Industrivarden AB,25.77,+0.30,+1.18%,1,0,N/A,N/A
EUQ.SG,Eurazeo SE,66.65,+0.15,+0.23%,0,0,N/A,N/A
FSRA.SG,Firstrand Ltd,3.3400,-0.0200,-0.60%,0,0,N/A,N/A
BKN.BE,Bank of Nova Scotia,46.24,+0.14,+0.30%,110,18,N/A,N/A
85C.BE,PT Bank Permata Tbk,0.0460,-0.0015,-3.16%,"1,000",17,N/A,N/A
EG0.BE,Essent Group Ltd,41.40,0.00,0.00%,30,0,N/A,N/A
LLD2.BE,Lloyds Banking Group PLC,2.0800,0.0000,0.00%,925,0,N/A,N/A
82K.SG,VNV Global AB,1.8320,+0.0310,+1.72%,0,0,N/A,N/A
EAI.BE,Groupe Bruxelles Lambert SA,73.40,+0.34,+0.47%,60,2,N/A,N/A
KR51.DU,KKR & Co Inc,53.28,+0.12,+0.23%,200,7,N/A,N/A
CRIP.MU,UniCredit SpA,9.45,0.00,0.00%,195,3,N/A,N/A
BZZ.MU,Bank of Montreal,81.55,0.00,0.00%,16,0,N/A,N/A
AFL.HA,Aflac Inc,63.40,+0.10,+0.16%,2,0,N/A,N/A
BSD2.HA,Banco Santander SA,3.1860,-0.0330,-1.03%,414,36,N/A,N/A
CFX.BE,Capital One Financial Corp,101.00,-2.00,-1.94%,44,0,N/A,N/A
V0Y.DU,Voya Financial Inc,65.50,+0.50,+0.77%,N/A,0,N/A,N/A
MLU.MU,Manulife Financial Corp,17.46,-0.14,-0.80%,24,0,N/A,N/A
PNP.MU,PNC Financial Services Group Inc,117.00,0.00,0.00%,20,0,N/A,N/A
SYU1.SG,Synovus Financial Corp,28.40,+0.40,+1.43%,0,0,N/A,N/A
IVS.MU,Investor AB,18.49,0.00,0.00%,55,7,N/A,N/A
UNK.SG,United Bankshares Inc,28.80,0.00,0.00%,0,6,N/A,N/A
SM1.DU,SLM Corp,15.20,0.00,0.00%,300,0,N/A,N/A
DWD.HA,Morgan Stanley,81.39,+0.12,+0.15%,20,0,N/A,N/A
04Q.HA,Nordea Bank Abp,9.69,-0.01,-0.12%,300,84,N/A,N/A
9SB.SG,SOL Global Investments Corp,0.0710,-0.0065,-8.39%,0,1,N/A,N/A
0QN.DU,Ares Management Corp,86.63,+0.12,+0.14%,24,1,N/A,N/A
RYC.MU,Royal Bank of Canada,86.51,+0.19,+0.22%,6,10,N/A,N/A
F8B.MU,PacWest Bancorp,7.35,-0.10,-1.34%,20,437,N/A,N/A
B5K3.BE,ThreeD Capital Inc,0.1160,-0.0030,-2.52%,"10,000",0,N/A,N/A
SJI.F,SpareBank 1 SMN,11.78,-0.03,-0.22%,100,0,N/A,N/A
BLQA.HA,BlackRock Inc,647.00,+9.40,+1.47%,2,0,N/A,N/A
TMJ.MU,Globe Life Inc,99.50,0.00,0.00%,60,0,N/A,N/A
LGI.DU,Legal & General Group PLC,2.7330,+0.0310,+1.15%,600,10,N/A,N/A
IC2.BE,Intercontinental Exchange Inc,102.40,+0.40,+0.39%,11,2,N/A,N/A
6MB0.SG,Metro Bank PLC,1.4000,+0.0700,+5.26%,0,0,N/A,N/A
BLQA.HM,BlackRock Inc,649.40,+0.80,+0.12%,2,1,N/A,N/A
SEBA.BE,Skandinaviska Enskilda Banken AB,10.19,+0.03,+0.30%,200,3,N/A,N/A
CNH.BE,CNA Financial Corp,34.80,-0.20,-0.57%,600,0,N/A,N/A
PR4.DU,Protector Forsikring ASA,14.12,+0.10,+0.71%,300,12,N/A,N/A
BREC.DU,Bank Bradesco SA,3.1800,0.0000,0.00%,N/A,0,N/A,N/A
T3V2.DU,abrdn PLC,2.5200,+0.0200,+0.80%,"2,000",0,N/A,N/A
UIPN.MU,Unipol Gruppo SpA,4.9010,+0.0370,+0.76%,"3,000",52,N/A,N/A
FXMA.SG,Bradespar SA,4.0000,-0.0200,-0.50%,0,0,N/A,N/A
LGI.SG,Legal & General Group PLC,2.6440,-0.0860,-3.15%,0,"3,262",N/A,N/A
IES.HM,Intesa Sanpaolo,2.3565,+0.0260,+1.12%,"4,265",21,N/A,N/A
PWT.BE,TFS Financial Corp,11.70,0.00,0.00%,80,0,N/A,N/A
7111.MU,BIGG Digital Assets Inc,0.1606,0.0000,0.00%,"5,000","1,456",N/A,N/A
1S4.BE,HarborOne Bancorp Inc,8.60,+0.05,+0.58%,N/A,0,N/A,N/A
XGJ.MU,Gjensidige Forsikring ASA,15.37,+0.07,+0.46%,750,0,N/A,N/A
QBE.HM,QBE Insurance Group Ltd,9.55,+0.05,+0.53%,650,11,N/A,N/A
EAI.MU,Groupe Bruxelles Lambert SA,73.40,+0.26,+0.36%,26,0,N/A,N/A
LTR.DU,Loews Corp,53.00,0.00,0.00%,30,0,N/A,N/A
MBJ.SG,MBIA Inc,7.95,+0.05,+0.63%,0,0,N/A,N/A
MWZ.DU,MetLife Inc,50.28,+0.43,+0.87%,20,0,N/A,N/A
AP4N.HA,Riot Blockchain Inc,9.13,+0.13,+1.46%,40,0,N/A,N/A
EAI.HA,Groupe Bruxelles Lambert SA,73.42,+0.32,+0.44%,150,0,N/A,N/A
BRH.SG,Berkshire Hathaway Inc,"464,000.00","-10,500.00",-2.21%,0,0,N/A,N/A
SGE.HA,Societe Generale SA,23.06,-0.35,-1.50%,250,13,N/A,N/A
NWT.BE,Wells Fargo & Co,38.58,-0.33,-0.84%,140,4,N/A,N/A
AXA.HA,AXA SA,26.57,+0.07,+0.28%,461,49,N/A,N/A
PG4.MU,Principal Financial Group Inc,67.00,0.00,0.00%,30,0,N/A,N/A
DWD.MU,Morgan Stanley,81.36,+0.13,+0.16%,20,0,N/A,N/A
DHU.SG,Assured Guaranty Ltd,48.40,-0.20,-0.41%,0,0,N/A,N/A
11H.F,Heritage Insurance Holdings Inc,3.8600,-0.1000,-2.53%,"1,277",44,N/A,N/A
B81.DU,TPG Inc,27.00,0.00,0.00%,20,0,N/A,N/A
MKV.MU,Markel Corp,"1,232.00",-7.00,-0.56%,10,1,N/A,N/A
IC2.MU,Intercontinental Exchange Inc,102.00,+0.40,+0.39%,2,0,N/A,N/A
BCY.DU,Barclays PLC,1.7994,+0.0056,+0.31%,"2,000",35,N/A,N/A
8TC.MU,BlackRock TCP Capital Corp,10.30,0.00,0.00%,400,0,N/A,N/A
