0WE.F,Weatherford International plc,55.00,-1.00,-1.79%,29,0,4.043B,25.46
HGJ1.F,Denbury Inc.,79.50,-0.50,-0.63%,725,24,4.026B,8.23
YA1.SG,Yancoal Australia Ltd,3.0200,+0.2700,+9.82%,"2,000",372,4.099B,1.77
J6I.F,Whitecap Resources Inc.,6.45,-0.04,-0.62%,25,0,3.982B,4.48
7PS.F,PrairieSky Royalty Ltd.,16.30,+0.40,+2.52%,6,52,3.961B,18.11
YIZH.F,Sinopec Oilfield Service Corporation,0.0575,0.0000,0.00%,"7,633",221,3.805B,N/A
YA1.F,Yancoal Australia Ltd,2.8660,+0.1040,+3.77%,100,"1,344",3.873B,1.68
UGR.F,Ultrapar Participações S.A.,3.3400,-0.0200,-0.60%,200,8,3.754B,11.93
WC2.F,Whitehaven Coal Limited,4.2800,+0.2785,+6.96%,"1,850",408,3.745B,1.94
37W.F,Equitrans Midstream Corporation,8.50,0.00,0.00%,"8,600",249,3.748B,N/A
68F.F,Technip Energies N.V.,19.80,+0.84,+4.40%,"1,850",55,3.477B,11.78
T2K1.SG,Transportadora de Gas del Sur S.A.,11.00,+0.10,+0.92%,0,4,3.462B,20.75
68F.DU,Technip Energies N.V.,19.64,+0.41,+2.16%,300,32,3.446B,11.83
SGJH.F,Sinopec Shanghai Petrochemical Company Limited,0.1360,0.0000,0.00%,"4,583",615,3.427B,N/A
9TG.F,Gaztransport & Technigaz SA,91.55,-0.95,-1.03%,15,35,3.44B,27.25
9TG0.F,Gaztransport & Technigaz SA,17.50,0.00,0.00%,20,0,3.405B,25.36
HF6.F,Frontline plc,13.78,-0.52,-3.64%,150,279,3.208B,4.78
016.F,Crescent Point Energy Corp.,5.98,-0.02,-0.33%,76,57,3.35B,9.20
HPC.F,"Helmerich & Payne, Inc.",31.46,+0.79,+2.58%,100,1,3.227B,10.66
SJL.F,SM Energy Company,26.32,+0.12,+0.46%,50,0,3.208B,2.86
OD8.F,New Hope Corporation Limited,3.6040,+0.1730,+5.04%,"1,000",335,3.18B,4.10
OCW.F,Euronav NV,14.93,+0.08,+0.54%,"1,010",60,3.077B,7.81
RZ8G.F,SNGN Romgaz SA,7.05,-0.45,-6.00%,400,8,3.028B,5.04
SOCA.F,Subsea 7 S.A.,9.70,+0.05,+0.52%,500,25,2.912B,60.62
2AH.F,Viva Energy Group Limited,1.8400,0.0000,0.00%,55,102,2.894B,8.76
SOC.F,Subsea 7 S.A.,9.65,+0.02,+0.23%,18,185,2.9B,60.34
PQ51.F,Paramount Resources Ltd.,20.00,+0.70,+3.63%,200,6,2.862B,4.89
1CLD.F,California Resources Corporation,40.00,+1.20,+3.09%,1,0,2.848B,3.28
4LT1.F,"Northern Oil and Gas, Inc.",30.26,0.00,0.00%,2,13,2.852B,2.05
E17.F,Enerplus Corporation,13.05,+0.11,+0.81%,"1,855",32,2.792B,3.25
TBA.F,PT Bukit Asam Tbk,0.2320,+0.0260,+12.62%,"5,950","1,785",2.777B,3.87
CX91.F,"Comstock Resources, Inc.",9.55,-0.09,-0.89%,50,8,2.746B,2.07
P4F.F,Seadrill Limited,32.80,+0.15,+0.46%,1,0,2.738B,0.58
PBE.F,Peabody Energy Corporation,18.51,-0.02,-0.13%,"1,500",42,2.715B,1.83
LQZ.F,Thai Oil Public Company Limited,1.1900,-0.0200,-1.65%,"1,000",21,2.67B,3.05
LQZ1.F,Thai Oil Public Company Limited,1.1800,-0.0200,-1.67%,17,0,2.669B,3.03
68F.MU,Technip Energies N.V.,19.11,+0.09,+0.45%,100,9,3.642B,16.62
MHZ.F,Motor Oil (Hellas) Corinth Refineries S.A.,23.72,+0.16,+0.68%,20,66,2.628B,2.64
PJM.F,PT Bumi Resources Tbk,0.0060,0.0000,0.00%,"6,500","1,070",2.614B,N/A
KOS1.F,Kosmos Energy Ltd.,5.63,+0.07,+1.26%,500,33,2.59B,9.88
CGD.F,CNX Resources Corporation,15.60,+0.10,+0.65%,150,0,2.583B,2.20
FL9.F,"CVR Energy, Inc.",25.20,-0.04,-0.16%,40,29,2.573B,4.93
SPEA.F,Saipem SpA,1.2600,-0.0010,-0.08%,"1,300",787,2.524B,N/A
HLPN.F,HELLENiQ ENERGY Holdings S.A.,8.04,0.00,0.00%,600,42,2.494B,3.51
1UEN.F,United Energy Group Limited,0.0930,+0.0005,+0.54%,"1,500",26,2.522B,9.30
BYN.F,Rubis,4.6000,-0.1400,-2.95%,44,0,2.479B,9.58
BYNN.F,Rubis,23.74,-0.22,-0.92%,200,210,2.456B,9.35
PE1.F,"Patterson-UTI Energy, Inc.",11.60,+1.50,+14.85%,300,16,2.416B,10.36
43C.F,"Cactus, Inc.",37.40,+0.40,+1.08%,50,1,2.414B,19.38
PQQ0.F,Harbour Energy plc,2.9240,-0.0070,-0.24%,50,241,2.366B,292.40
PQQ2.F,Harbour Energy plc,2.8400,-0.0200,-0.70%,"1,500",0,2.363B,284.00
S0QA.SG,Scorpio Tankers Inc.,41.42,+1.03,+2.55%,0,7,2.35B,2.93
S0QA.F,Scorpio Tankers Inc.,41.22,+0.06,+0.15%,15,323,2.319B,2.95
1YE.F,Energean plc,12.82,+0.14,+1.10%,"3,100",61,2.296B,128.20
IHCB.F,SBM Offshore N.V.,12.69,0.00,0.00%,100,15,2.276B,5.52
6D40.SG,Delek Group Ltd.,11.60,+1.20,+11.54%,100,17,2.226B,4.00
6NE.F,NexGen Energy Ltd.,4.2550,+0.0800,+1.92%,500,875,2.11B,N/A
LCQ.F,Exxaro Resources Limited,8.80,0.00,0.00%,250,50,2.182B,2.98
G2O.F,Golar LNG Limited,19.75,-0.12,-0.63%,100,165,2.121B,11.48
8GB.F,Gibson Energy Inc.,14.60,+0.20,+1.39%,65,16,2.113B,12.17
6D40.F,Delek Group Ltd.,9.80,-0.50,-4.85%,100,96,2.053B,3.33
C9X.F,CONSOL Energy Inc.,60.40,+4.60,+8.24%,125,9,2.049B,3.20
TD9.F,Tidewater Inc.,39.72,-0.18,-0.45%,550,161,2.046B,"3,972.00"
6NEA.F,NexGen Energy Ltd.,3.9000,-0.1800,-4.41%,1,10,1.955B,N/A
5XU.F,Topaz Energy Corp.,13.90,0.00,0.00%,670,17,2.011B,29.57
BPFG.F,Banpu Public Company Limited,0.2200,0.0000,0.00%,50,463,2.01B,1.83
NVAC.F,Banpu Public Company Limited,0.2260,+0.0020,+0.89%,"1,750",563,2.01B,1.88
1T4.F,TORM plc,23.44,0.00,0.00%,75,112,1.978B,2.92
QPX.F,Parex Resources Inc.,18.76,+0.47,+2.57%,500,0,2.005B,4.10
1CIA.F,"Vista Energy, S.A.B. de C.V.",20.00,+0.20,+1.01%,25,3,2.068B,5.57
9KG.F,NexTier Oilfield Solutions Inc.,8.02,-0.62,-7.22%,190,3,1.969B,3.88
CE51.F,Callon Petroleum Company,31.15,+0.65,+2.13%,50,15,1.927B,1.41
C9X.SG,CONSOL Energy Inc.,59.70,+3.20,+5.66%,0,0,2.068B,4.64
BPS.F,Beach Energy Limited,0.8150,+0.0250,+3.16%,"15,625",274,1.908B,5.82
37W.SG,Equitrans Midstream Corporation,8.60,+0.05,+0.58%,0,496,3.795B,N/A
59FE.F,Fluxys Belgium SA,26.70,+0.20,+0.75%,35,4,1.897B,22.44
CVZ.F,Vermilion Energy Inc.,11.45,+0.64,+5.92%,294,67,1.892B,1.91
