Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM)
CVU.F,Compañía Cervecerías Unidas S.A.,14.30,-0.30,-2.05%,800,40,2.642B,20.43
B4B3.F,Metro AG,6.90,+0.05,+0.73%,200,31,2.637B,14.68
B4B3.DE,Metro AG,7.00,-0.10,-1.41%,105,831,2.619B,14.89
LOC.F,Lion Corporation,8.80,+0.05,+0.57%,118,0,2.591B,24.44
NI3.F,Nichirei Corporation,19.70,-0.20,-1.01%,154,8,2.561B,17.13
AZU.F,"Ebro Foods, S.A.",16.42,+0.02,+0.12%,60,23,2.526B,20.78
WPOB.F,Graham Holdings Company,525.00,0.00,0.00%,1,0,2.494B,110.06
TZ3.F,"Tootsie Roll Industries, Inc.",34.20,-0.60,-1.72%,360,6,2.483B,33.53
4G3A.F,Golden Agri-Resources Ltd,0.1740,-0.0010,-0.57%,100,215,2.436B,2.90
4G3.F,Golden Agri-Resources Ltd,17.80,-0.10,-0.56%,42,0,2.381B,3.05
BIF.F,Société BIC SA,54.30,-0.20,-0.37%,60,18,2.368B,11.48
YIR.F,Yihai International Holding Ltd.,2.0400,+0.0200,+0.99%,462,8,2.365B,20.40
BIF0.SG,Société BIC SA,26.80,+0.20,+0.75%,0,0,2.364B,11.36
14L.F,The a2 Milk Company Limited,3.1470,+0.0330,+1.06%,"1,000",138,2.316B,31.47
Z1L0.F,Lerøy Seafood Group ASA,7.30,-0.25,-3.31%,50,23,2.3B,8.30
CM2.F,"Cal-Maine Foods, Inc.",45.80,+0.60,+1.33%,5,3,2.297B,3.23
Z1L.F,Lerøy Seafood Group ASA,3.7920,-0.1140,-2.92%,152,270,2.292B,8.43
9CB.F,"Calbee, Inc.",17.90,-0.10,-0.56%,15,0,2.285B,22.10
M1L.F,Maple Leaf Foods Inc.,18.70,0.00,0.00%,500,0,2.284B,N/A
9YM.F,"Krispy Kreme, Inc.",13.20,+0.30,+2.33%,25,0,2.244B,N/A
MG9.F,Metcash Limited,2.2600,0.0000,0.00%,11,0,2.194B,14.12
PS8.F,"PriceSmart, Inc.",68.50,-0.50,-0.72%,25,0,2.155B,21.75
HT2.F,Helen of Troy Limited,87.00,-3.50,-3.87%,200,7,2.118B,15.88
QPJ.F,Kewpie Corporation,15.10,-0.10,-0.66%,30,13,2.108B,24.35
AKOB.F,Embotelladora Andina S.A.,13.20,0.00,0.00%,700,12,2.082B,13.47
0U6.F,Cranswick plc,38.00,0.00,0.00%,137,4,2.08B,15.64
M1I.F,"MGP Ingredients, Inc.",91.50,-4.00,-4.19%,180,3,2.08B,20.84
M1I.SG,"MGP Ingredients, Inc.",91.50,-4.00,-4.19%,0,0,2.069B,20.65
EGZ.F,Edgewell Personal Care Company,39.40,0.00,0.00%,125,0,2.034B,23.04
LC41.F,L.D.C. S.A.,115.00,0.00,0.00%,3,0,2.02B,11.48
KWS.F,KWS SAAT SE & Co. KGaA,57.80,+0.10,+0.17%,30,102,1.989B,13.17
KWS.DE,KWS SAAT SE & Co. KGaA,57.40,-0.30,-0.52%,"8,088","15,805",1.944B,12.90
TBK.F,Philip Morris CR a.s.,700.00,-17.00,-2.37%,16,4,1.936B,12.66
P5Y.F,BRF S.A.,1.7500,-0.0500,-2.78%,"20,280",415,1.919B,N/A
AKOA.SG,Embotelladora Andina S.A.,10.70,-0.50,-4.46%,0,0,1.91B,11.03
SBW.F,Sapporo Holdings Limited,23.80,-0.20,-0.83%,"1,500",26,1.898B,148.75
GC6.F,Primo Water Corporation,11.80,+0.10,+0.85%,125,2,1.882B,47.20
5EW.F,"Kagome Co., Ltd.",21.00,-0.80,-3.67%,1,0,1.859B,28.38
VGR.F,Vector Group Ltd.,11.66,0.00,0.00%,47,4,1.857B,12.40
CCW.F,Coca-Cola Bottlers Japan Holdings Inc.,10.00,-0.10,-0.99%,370,25,1.841B,N/A
90E.F,"Coursera, Inc.",12.00,+0.10,+0.84%,200,7,1.818B,N/A
GP7A.F,Central Garden & Pet Company,33.20,0.00,0.00%,7,0,1.809B,16.68
GP7.F,Central Garden & Pet Company,35.20,-0.20,-0.56%,14,0,1.8B,17.78
5FV.F,"Yaoko Co.,Ltd.",46.00,-0.40,-0.86%,42,0,1.799B,18.55
FV8.F,Fevertree Drinks PLC,14.90,-0.20,-1.32%,"1,530",26,1.75B,59.60
SQE.F,"Strategic Education, Inc.",68.00,-1.50,-2.16%,12,0,1.693B,46.90
LA3A.F,"Laureate Education, Inc.",10.60,0.00,0.00%,500,8,1.667B,27.18
5EJ.F,"Ezaki Glico Co., Ltd.",24.80,0.00,0.00%,2,0,1.613B,26.38
82W.F,"Hims & Hers Health, Inc.",7.96,+0.08,+1.02%,300,217,1.609B,N/A
EF41.SG,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,0.4700,0.0000,0.00%,0,102,1.597B,9.40
VS6.MU,Vitasoy International Holdings Limited,1.4800,0.0000,0.00%,"1,146",0,1.587B,N/A
9N3.F,Pigeon Corporation,13.06,-0.00,-0.03%,N/A,0,1.58B,27.79
THYG.F,Thai Union Group Public Company Limited,0.3340,-0.0140,-4.02%,"4,000",70,1.567B,11.13
NVAP.F,Thai Union Group Public Company Limited,0.3440,-0.0140,-3.91%,300,145,1.533B,8.60
85E.SG,"The Vita Coco Company, Inc.",26.40,-0.40,-1.49%,0,0,1.529B,125.71
NUS.F,"Nu Skin Enterprises, Inc.",30.40,+0.40,+1.33%,35,3,1.527B,21.41
0AJ.F,"Stride, Inc.",35.40,-1.60,-4.32%,15,0,1.524B,14.57
FPC0.MU,First Pacific Company Limited,1.7000,0.0000,0.00%,N/A,0,1.511B,3.95
FPC.F,First Pacific Company Limited,0.3320,+0.0020,+0.61%,"2,857",93,1.475B,4.15
IN3A.F,"Ingles Markets, Incorporated",77.50,-0.50,-0.64%,30,2,1.47B,6.38
UG5.F,Tiger Brands Limited,8.15,+0.10,+1.24%,"1,000",17,1.465B,9.48
UG5A.F,Tiger Brands Limited,8.30,+0.10,+1.22%,"1,000",47,1.464B,9.65
8B3.F,"The Duckhorn Portfolio, Inc.",12.60,-0.20,-1.56%,200,0,1.461B,28.64
J74.F,Betagro Public Company Limited,0.7200,-0.0250,-3.36%,500,9,1.451B,10.29
7WH.F,"Udemy, Inc.",9.80,+0.15,+1.55%,124,4,1.438B,N/A
4HL.F,Vilmorin & Cie SA,62.40,+0.10,+0.16%,25,29,1.434B,12.19
TAX.F,Takara Holdings Inc.,6.90,0.00,0.00%,121,6,1.414B,9.20
MO8.F,"Morinaga Milk Industry Co., Ltd.",31.40,-0.20,-0.63%,25,1,1.39B,8.95
AKG.F,"The Andersons, Inc.",40.33,-0.72,-1.75%,29,0,1.36B,15.22
8ZI.F,Scandinavian Tobacco Group A/S,15.12,-0.15,-0.98%,358,45,1.336B,7.34
Z85.F,Austevoll Seafood ASA,6.61,-0.09,-1.27%,378,323,1.335B,5.75
JO1.F,"John B. Sanfilippo & Son, Inc.",112.00,-3.00,-2.61%,6,7,1.324B,21.75
FOJ1.MU,Premier Foods plc,1.5000,-0.0100,-0.66%,"6,700",126,1.311B,12.50
71N.F,Nissui Corporation,4.1000,-0.0200,-0.49%,"1,000",17,1.304B,10.00
FOJ1.F,Premier Foods plc,1.5000,-0.0100,-0.66%,"2,263",94,1.303B,12.50
2CF.F,"The Chefs' Warehouse, Inc.",30.60,0.00,0.00%,1,0,1.251B,45.00
FDM.F,Fresh Del Monte Produce Inc.,24.40,-0.20,-0.81%,240,1,1.182B,11.24
1AY.F,Afya Limited,11.70,0.00,0.00%,500,8,1.15B,15.39
BE8.F,"Benesse Holdings, Inc.",11.70,0.00,0.00%,50,1,1.161B,45.00
4CB.F,Dole plc,12.21,-0.21,-1.69%,500,59,1.159B,13.72
B5E.F,Blackmores Limited,58.00,0.00,0.00%,N/A,0,1.149B,53.21
0CG.F,"Chegg, Inc.",9.29,-0.09,-0.91%,50,74,1.144B,7.61
IZ6.F,AVI Limited,3.4600,+0.0800,+2.37%,300,16,1.155B,13.31
UVV.F,Universal Corporation,46.25,-0.25,-0.54%,87,16,1.137B,10.03
IZ60.F,AVI Limited,16.60,+0.40,+2.47%,N/A,0,1.164B,12.30
HOO.F,Herbalife Ltd.,11.24,+0.07,+0.63%,226,10,1.112B,4.57
V7A0.F,The Beauty Health Company,8.15,-0.10,-1.21%,15,0,1.094B,N/A
UN3.F,"United Natural Foods, Inc.",18.71,-0.69,-3.56%,50,76,1.096B,9.04
0M7.F,COFCO Joycome Foods Limited,0.2220,+0.0060,+2.78%,"47,619",142,1.079B,22.20
KE0A.F,Cogna Educação S.A.,0.5250,-0.0600,-10.26%,"1,000","1,722",1.091B,N/A
5EF.F,"ARIAKE JAPAN Co., Ltd.",33.60,-0.20,-0.59%,16,0,1.086B,23.50
AGB2.F,AGRANA Beteiligungs-Aktiengesellschaft,17.35,+0.15,+0.87%,185,80,1.084B,69.40
USJ.F,"USANA Health Sciences, Inc.",55.00,0.00,0.00%,150,2,1.084B,18.46
3NW.F,The North West Company Inc.,22.60,-0.80,-3.42%,500,8,1.081B,13.45
FNV2.F,"Fraser and Neave, Limited",0.7250,-0.0050,-0.68%,"2,299",47,1.073B,12.08
ITM1.F,Italmobiliare S.p.A.,24.75,+0.05,+0.20%,40,14,1.07B,49.50
2RG.F,Europris ASA,6.23,+0.01,+0.16%,"1,000",17,1.023B,11.54
SSH.F,Südwestdeutsche Salzwerke AG,100.00,+2.00,+2.04%,2,1,1.051B,25.64
G3C.F,GrainCorp Limited,4.5270,+0.0170,+0.38%,"2,000",40,1.047B,4.82
CAJ.F,"Casino, Guichard-Perrachon S.A.",7.84,-0.50,-6.00%,"1,400",301,1.01B,N/A
HF1.F,"The Hain Celestial Group, Inc.",11.28,+0.20,+1.81%,200,135,1.009B,N/A
CAJ.DU,"Casino, Guichard-Perrachon S.A.",7.70,-0.35,-4.35%,24,0,999.488M,N/A
18WA.F,Gaotu Techedu Inc.,3.2400,-0.0200,-0.61%,30,5,914.104M,81.00
M6Z.F,MARR S.p.A.,14.50,-0.08,-0.55%,102,2,968.168M,31.52
ACD.F,Adecoagro S.A.,8.75,-0.08,-0.91%,150,91,941.876M,15.62
O64.SG,Oeneo SA,14.25,0.00,0.00%,0,3,939.577M,22.62
ZHY.F,Zhou Hei Ya International Holdings Company Limited,0.3560,+0.0040,+1.14%,"2,000",0,906.159M,N/A
DHR.F,"B&G Foods, Inc.",12.46,+0.18,+1.47%,79,180,921.92M,N/A
9X9.F,Nippn Corporation,11.60,-0.10,-0.85%,252,0,919.355M,15.89
ZX3.F,China East Education Holdings Limited,0.4180,+0.0260,+6.63%,12,0,912.874M,20.90
1ZQ.F,PZ Cussons plc,2.0800,-0.0800,-3.70%,25,6,912.465M,13.00
CFH.F,China Foods Limited,0.2900,-0.0020,-0.68%,122,2,891.271M,9.67
CFH0.F,China Foods Limited,5.70,-0.05,-0.87%,10,0,883.796M,9.05
MGP1.SG,Marfrig Global Foods S.A.,1.2000,-0.0300,-2.44%,0,142,872.228M,1.13
DI6.F,"Distribuidora Internacional de Alimentación, S.A.",0.0124,0.0000,0.00%,550,77,861.303M,N/A
2JW.F,Jamieson Wellness Inc.,20.40,+0.20,+0.99%,35,0,860.817M,24.58
6MG.F,"MEGMILK SNOW BRAND Co.,Ltd.",12.40,-0.10,-0.80%,140,0,856.054M,19.68
3CH.F,Costa Group Holdings Limited,1.7500,+0.0100,+0.57%,"1,976",34,854.586M,43.75
ASX.F,PT Astra Agro Lestari Tbk,0.4380,-0.0020,-0.45%,100,1,843.014M,8.76
V3J.F,"Westrock Coffee Company, LLC",10.60,+0.20,+1.92%,770,0,834.301M,N/A
BGJ.F,Savencia SA,58.40,0.00,0.00%,42,24,818.762M,12.14
6MN.F,Maruha Nichiro Corporation,15.70,-0.10,-0.63%,4,0,812.758M,6.25
I55.F,UIE Plc,23.70,-0.10,-0.42%,N/A,0,809.917M,3.96
0Q3.MU,"Beyond Meat, Inc.",12.07,-0.31,-2.52%,160,66,775.345M,N/A
CAJ0.SG,"Casino, Guichard-Perrachon S.A.",1.4300,+0.0100,+0.70%,0,0,799.716M,N/A
07M.F,China Modern Dairy Holdings Ltd.,0.0895,0.0000,0.00%,"25,000","2,192",805.11M,8.95
0Q3.F,"Beyond Meat, Inc.",11.96,+0.04,+0.35%,220,543,768.151M,N/A
MGP1.F,Marfrig Global Foods S.A.,1.2300,0.0000,0.00%,"1,500",171,783.131M,1.17
CE1.F,Perdoceo Education Corporation,11.50,+0.10,+0.88%,213,0,775.997M,8.65
8BI.F,Health and Happiness (H&H) International Holdings Limited,1.1700,+0.0200,+1.74%,242,44,811.544M,9.75
5YM.F,"Mission Produce, Inc.",10.80,-0.10,-0.92%,71,0,764.77M,N/A
GR8.F,Grieg Seafood ASA,6.77,-0.19,-2.73%,600,288,758.416M,9.54
LPE.F,Laurent-Perrier S.A.,126.00,+0.50,+0.40%,30,2,757.675M,11.75
16S.SG,PT Sawit Sumbermas Sarana Tbk.,0.0670,-0.0030,-4.29%,0,0,757.602M,6.70
1UM0.F,EC Healthcare,0.5900,+0.0500,+9.26%,"1,000",0,740.721M,59.00
ZSK.F,SunOpta Inc.,6.27,+0.05,+0.80%,460,440,745.277M,N/A
6AH.F,Ausnutria Dairy Corporation Ltd,0.3640,+0.0020,+0.55%,300,5,728.95M,18.20
TK9.F,Tokmanni Group Oyj,12.12,-0.06,-0.49%,1,0,724.603M,12.76
FAG.F,Hilton Food Group plc,7.78,-0.06,-0.77%,199,28,719.955M,33.83
8WC.F,"The Nisshin OilliO Group,Ltd.",21.60,-0.40,-1.82%,87,0,715.85M,8.57
8SF.F,Sligro Food Group N.V.,15.82,-0.14,-0.88%,150,2,706.08M,18.40
YX5.F,Spadel SA,163.00,0.00,0.00%,N/A,0,705.56M,39.09
4PT.SG,PT Central Proteina Prima Tbk,0.0020,0.0000,0.00%,0,0,687.598M,1.00
8EG.F,"Euglena Co., Ltd.",5.85,+0.10,+1.74%,16,3,689.604M,N/A
SRJ.F,SpartanNash Company,19.40,-0.10,-0.51%,68,8,674.513M,28.96
B6G.F,Bega Cheese Limited,2.1600,0.0000,0.00%,209,14,667.2M,216.00
2BU.F,Bumitama Agri Ltd.,0.3760,0.0000,0.00%,"3,161",171,687.542M,3.76
JE3.F,Yashili International Holdings Ltd,0.1290,-0.0030,-2.27%,"7,000",122,657.994M,N/A
8AC.F,Acomo N.V.,21.80,+0.05,+0.23%,90,19,647.137M,11.78
8AC.SG,Acomo N.V.,21.35,-0.35,-1.61%,0,6,639.573M,11.54
5I4.F,Bakkavor Group plc,1.0500,+0.0200,+1.94%,150,0,630.612M,52.50
945.F,Dingdong (Cayman) Limited,2.8600,+0.0400,+1.42%,500,0,628.822M,N/A
AF72.F,A.G. BARR p.l.c.,5.45,-0.15,-2.68%,6,12,624.227M,15.57
IH1.F,Inghams Group Limited,1.6500,-0.0100,-0.60%,400,0,622.053M,82.50
9CK.F,China Kepei Education Group Limited,0.2960,-0.0020,-0.67%,238,4,611.705M,5.92
TVTA.SG,Thai Vegetable Oil Public Company Limited,0.6550,+0.0050,+0.77%,0,0,617.738M,21.83
TVTB.F,Thai Vegetable Oil Public Company Limited,0.6750,0.0000,0.00%,30,0,613.196M,22.50
GCC.F,C&C Group plc,1.5000,-0.0200,-1.32%,"1,175",6,610.435M,10.71
BZ3.F,Sipef NV,57.90,-1.00,-1.70%,29,0,608.425M,6.07
FTZ.F,Elders Limited,3.7200,+0.0200,+0.54%,"3,000",197,596.349M,7.75
HE1.F,"Hope Education Group Co., Ltd.",0.0545,+0.0005,+0.93%,100,0,580.338M,5.45
OVI.F,Olvi Oyj,27.80,-0.05,-0.18%,16,3,581.954M,N/A
6XG.MU,Frøy ASA,6.42,0.00,0.00%,N/A,0,579.524M,29.18
6XG.F,Frøy ASA,6.44,+0.02,+0.31%,777,0,572.131M,29.27
AY5.F,Australian Agricultural Company Limited,0.9300,-0.0150,-1.59%,"1,000",17,561.564M,N/A
OT7.F,Ontex Group NV,6.93,-0.03,-0.43%,300,517,576.348M,N/A
E07.F,Eurocash S.A.,3.8180,+0.0920,+2.47%,"4,000",70,556.038M,38.18
8CN.SG,China New Higher Education Group Limited,0.2920,+0.0040,+1.39%,0,0,477.911M,N/A
0OO.F,Lassonde Industries Inc.,77.00,-1.50,-1.91%,9,0,533.943M,13.77
SSA1.F,Gr. Sarantis S.A.,7.56,-0.09,-1.18%,200,114,522.97M,18.90
3EAG.F,G8 Education Limited,0.6200,0.0000,0.00%,"4,200",73,511.358M,20.67
5KH.F,"Vital Farms, Inc.",12.20,-0.20,-1.61%,110,1,498.934M,61.00
NYP.F,M.P. Evans Group PLC,8.65,-0.10,-1.14%,5,0,503.527M,7.09
0CL.F,Cloetta AB (publ),1.6500,+0.0010,+0.06%,309,72,481.241M,27.50
PS9A.MU,PT Perusahaan Perkebunan London Sumatra Indonesia Tbk,0.0705,0.0000,0.00%,19,0,480.807M,7.05
8CN.F,China New Higher Education Group Limited,0.2980,+0.0040,+1.36%,3,0,463.465M,5.96
NRV.SG,Nichols plc,12.40,+0.20,+1.64%,0,0,470.48M,32.63
V8T.F,AcadeMedia AB (publ),4.1380,+0.0140,+0.34%,266,33,447.885M,9.20
O1F.MU,Oceana Group Limited,3.6200,0.0000,0.00%,209,3,440.152M,9.05
2YU.F,China YuHua Education Corporation Limited,0.1100,+0.0030,+2.80%,26,0,422.068M,2.75
52BA.SG,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,4.4400,+0.0200,+0.45%,0,17,439.802M,4.99
MD9.F,Mandom Corporation,9.30,+0.10,+1.09%,2,0,430.261M,116.25
52BA.F,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,4.3000,-0.0600,-1.38%,100,19,424.865M,4.73
NLM.F,FRoSTA Aktiengesellschaft,61.80,0.00,0.00%,350,189,421.019M,17.41
16R.F,Rogers Sugar Inc.,3.9600,+0.0400,+1.02%,"1,500",257,420.639M,N/A
I6X.MU,Icelandic Salmon AS,13.30,0.00,0.00%,100,1,414.803M,11.57
GCG.F,Greencore Group plc,0.8250,0.0000,0.00%,150,65,407.704M,13.75
OIZ.F,Origin Enterprises plc,3.5400,+0.1400,+4.12%,150,243,404.31M,5.62
2IR.SG,PT Salim Ivomas Pratama Tbk,0.0145,0.0000,0.00%,0,0,400.673M,N/A
2DU.F,Duni AB (publ),8.45,+0.21,+2.55%,"1,000",12,399.048M,31.30
RI6.F,Ridley Corporation Limited,1.1800,+0.0200,+1.72%,20,13,384.097M,14.75
BDU.F,Bonduelle SCA,11.72,-0.26,-2.17%,500,13,375.296M,N/A
HAW.F,Hawesko Holding SE,41.10,0.00,0.00%,100,25,370.114M,14.52
0T5.F,"Turning Point Brands, Inc.",21.00,0.00,0.00%,60,0,369.295M,46.67
7OM.F,China Shengmu Organic Milk Limited,0.0425,0.0000,0.00%,335,38,361.262M,4.25
HAW.DE,Hawesko Holding SE,40.20,-1.40,-3.37%,723,989,361.133M,15.11
O1F.F,Oceana Group Limited,3.5400,+0.0400,+1.14%,590,19,421.848M,N/A
RATV.F,Raisio plc,2.1650,0.0000,0.00%,44,62,346.922M,21.65
2P1.F,Greenyard NV,6.83,+0.02,+0.29%,154,3,344.852M,23.55
2U1.F,"2U, Inc.",3.9700,+0.1050,+2.72%,476,155,319.265M,N/A
28Q.F,Anora Group Oyj,4.8150,-0.0250,-0.52%,75,7,335.331M,32.10
VY4.F,SNDL Inc.,1.2810,+0.0190,+1.51%,60,785,335.163M,N/A
9QP.F,Måsøval AS,2.6800,-0.0200,-0.74%,"1,000",0,332.082M,6.70
70B.F,B&S Group S.A.,3.8550,0.0000,0.00%,"1,194",36,324.93M,12.44
H0I.F,Select Harvests Limited,2.6400,-0.0200,-0.75%,9,0,327.492M,N/A
1O4.F,Japfa Ltd.,0.1490,+0.0020,+1.36%,"11,727","3,574",311.471M,N/A
MWX.F,Mewah International Inc.,0.1900,+0.0090,+4.97%,"1,000",0,326.333M,2.71
28Y.F,High Liner Foods Incorporated,9.50,-0.05,-0.52%,500,8,325.706M,6.64
RAY.F,Rallye SA,2.6100,+0.0200,+0.77%,"1,000",99,320.74M,N/A
5Q3.F,Tianyun International Holdings Limited,0.3200,+0.0100,+3.23%,"3,000",140,328.16M,32.00
1PG.F,Pfleiderer Group Spolka Akcyjna,2.8550,-0.0700,-2.39%,250,25,153.743M,N/A
91U.SG,Malteries Franco-Belges Société Anonyme,575.00,0.00,0.00%,0,0,308.524M,20.83
4YYA.F,Ice Fish Farm AS,2.4000,+0.1000,+4.35%,670,31,289.082M,N/A
VSU.F,"Village Super Market, Inc.",20.40,-0.20,-0.97%,52,4,305.61M,6.87
91U.MU,Malteries Franco-Belges Société Anonyme,615.00,0.00,0.00%,4,0,305.03M,21.14
A9U.SG,Astral Foods Limited,7.50,+0.15,+2.04%,0,15,304.666M,10.42
2L2.SG,Limoneira Company,14.50,-0.10,-0.68%,0,8,258.278M,97.97
GQ6.F,Lanson-BCC,42.90,+0.70,+1.66%,140,7,290.658M,7.69
0SL.F,Scandi Standard AB (publ),4.3400,-0.0100,-0.23%,"2,008",0,289.265M,18.08
ZVF.F,Indofood Agri Resources Ltd.,0.1930,-0.0010,-0.52%,"12,000",0,286.206M,6.43
0KE.F,Kernel Holding S.A.,3.6160,-0.0300,-0.82%,275,857,284.528M,N/A
X0T.F,Del Monte Pacific Limited,0.1400,-0.0010,-0.71%,"1,445",32,279.895M,7.00
1RQ.F,Cheerwin Group Limited,0.1800,+0.0010,+0.56%,250,0,272.993M,18.00
OEL.F,ADM Hamburg Aktiengesellschaft,360.00,0.00,0.00%,1,0,275.558M,67.16
2L2.F,Limoneira Company,14.60,-0.30,-2.01%,15,7,273.55M,16.22
KY1.MU,Viva Wine Group AB,3.0500,0.0000,0.00%,50,0,270.937M,13.86
4B3.F,"Big Lots, Inc.",7.63,+0.72,+10.39%,140,39,265.432M,N/A
6NF.F,Newlat Food S.p.A.,6.05,-0.12,-1.94%,200,3,262.862M,23.27
1PG.MU,Aker BioMarine AS,2.9000,0.0000,0.00%,400,7,256.991M,290.00
S05.F,Scales Corporation Limited,1.7800,-0.0600,-3.26%,600,164,256.697M,22.25
6TW.MU,Arctic Fish Holding AS,8.00,+0.70,+9.59%,200,0,255.014M,47.06
KYK.F,"Kyokuyo Co., Ltd.",23.00,-0.40,-1.71%,30,0,254.219M,5.61
5FF.F,ForFarmers N.V.,2.7950,-0.0700,-2.44%,"1,500",26,254.03M,13.98
TZ7.F,"Toho Co., Ltd.",18.70,-0.40,-2.09%,300,0,251.594M,37.40
1J2.F,Warpaint London PLC,3.1800,+0.3800,+13.57%,"1,000",17,268.689M,35.33
N2V.F,"Natural Grocers by Vitamin Cottage, Inc.",10.80,+0.20,+1.89%,80,0,247.811M,15.43
T2L.F,PT Tunas Baru Lampung Tbk,0.0335,-0.0006,-1.76%,"70,000","1,228",246.534M,3.35
60E.F,Salmon Evolution ASA,0.5740,+0.0010,+0.17%,300,96,241.509M,N/A
BED.F,Marie Brizard Wine & Spirits SA,2.1500,-0.0100,-0.46%,"1,200",42,240.497M,N/A
SZ31.F,PT Sampoerna Agro Tbk,0.1210,-0.0010,-0.82%,"8,700",152,239.599M,4.03
H0C.F,Hotel Chocolat Group plc,1.6500,-0.0200,-1.20%,30,0,236.877M,N/A
8R9.F,Kitwave Group plc,3.3000,0.0000,0.00%,63,1,235.649M,13.75
HK4.SG,HKScan Oyj,0.7070,-0.0030,-0.42%,0,0,70.34M,N/A
48K.F,Kofola CeskoSlovensko a.s.,10.50,+0.45,+4.48%,15,15,228.939M,16.41
F7G.F,"Thorne HealthTech, Inc.",4.1800,+0.0200,+0.48%,500,8,228.733M,23.22
24P.F,Curro Holdings Limited,0.3520,-0.0020,-0.56%,N/A,0,224.767M,17.60
48K.SG,Kofola CeskoSlovensko a.s.,9.98,-0.02,-0.20%,0,0,220.659M,15.84
WRG.F,Orsero S.p.A.,12.50,+0.04,+0.32%,100,13,217.432M,5.84
4AS.F,Atlantic Sapphire ASA,0.6970,+0.0100,+1.46%,"1,000",460,196.642M,N/A
YG4.F,AB Linas Agro Group,1.3100,0.0000,0.00%,350,0,216.337M,2.91
3GX.F,HF Foods Group Inc.,3.8400,-0.0200,-0.5181%,250,0,210.744M,N/A
UTI.F,"Universal Technical Institute, Inc.",6.00,-0.05,-0.83%,1,0,204.399M,66.67
C580.F,Skillsoft Corp.,1.2400,-0.0100,-0.80%,"3,700",66,203.912M,N/A
MR3.F,Italian Wine Brands S.p.A.,21.35,+0.35,+1.67%,322,6,195.31M,17.36
CMF.SG,Camellia Plc,66.50,-2.00,-2.92%,0,0,191.897M,N/A
CMF.F,Camellia Plc,67.00,-2.00,-2.90%,4,0,190.558M,N/A
0JX.F,Stadio Holdings Limited,0.2140,-0.0040,-1.83%,512,11,221.732M,21.40
WY2.F,Yamaya Corporation,16.80,-0.10,-0.59%,1,0,188.093M,13.66
LEI.F,Leifheit Aktiengesellschaft,19.40,+0.25,+1.31%,250,112,186.576M,38.80
LEI.DE,Leifheit Aktiengesellschaft,19.50,+0.15,+0.78%,983,"2,747",185.548M,38.24
B39.F,Humble Group AB (publ),0.5345,-0.0210,-3.78%,700,31,173.177M,N/A
9VP.SG,Vranken-Pommery Monopole Société Anonyme,18.80,0.00,0.00%,0,33,168.7M,16.49
0K6.F,Wawel S.A.,120.00,0.00,0.00%,4,0,160.914M,22.73
LUA.F,Lucas Bols N.V.,10.40,+0.30,+2.97%,200,28,159.327M,N/A
A2S1.F,Asian Citrus Holdings Limited,0.0075,+0.0025,+50.00%,"5,000",141,57.674M,N/A
BD0.F,What's Cooking Group NV/SA,80.00,-0.20,-0.25%,4,0,152.536M,35.09
1W7.F,Ambra S.A.,5.46,-0.14,-2.50%,40,50,144.976M,10.71
0CY.F,Masi Agricola S.p.A.,4.4400,0.0000,0.00%,200,15,144.373M,31.71
M3K0.F,MIG Holdings S.A.,4.5000,0.0000,0.00%,1,52,143.957M,N/A
GYZ.F,Finsbury Food Group Plc,1.0100,0.0000,0.00%,200,0,137.872M,10.10
KUL.MU,Kulmbacher Brauerei Aktien-Gesellschaft,41.00,0.00,0.00%,15,241,137.76M,15.30
SC5A.F,"Deoleo, S.A.",0.2650,-0.0130,-4.68%,"2,000",3,135.375M,26.50
SWA.F,Schloss Wachenheim AG,16.40,+0.50,+3.14%,3,26,134.759M,12.33
0AE.F,Accrol Group Holdings plc,0.3940,+0.0180,+4.79%,100,2,129.507M,N/A
9EE.F,Zinzino AB (publ),3.8400,+0.0100,+0.26%,"1,030",288,132.765M,27.43
SWA.DE,Schloss Wachenheim AG,16.60,0.00,0.00%,"1,671","1,002",131.472M,12.12
IM4.F,IMC S.A.,3.5300,+0.0300,+0.86%,100,71,129.337M,20.76
IM4.SG,IMC S.A.,3.5500,0.0000,0.00%,0,16,128.97M,20.88
ANJ.F,Andrew Peller Limited,2.7400,+0.0400,+1.48%,650,11,127.873M,N/A
6XW.MU,Jacques Bogart S.A.,7.90,0.00,0.00%,N/A,0,116.173M,N/A
6XW.SG,Jacques Bogart S.A.,7.56,+0.04,+0.53%,0,0,115.006M,N/A
RFD.F,The Reject Shop Limited,2.8000,+0.0400,+1.45%,700,0,110.048M,20.00
7B7.F,PT Eagle High Plantations Tbk,0.0020,0.0000,0.00%,"10,000",0,107.337M,N/A
S2N.F,Shenguan Holdings (Group) Limited,0.0280,-0.0005,-1.75%,"10,000",0,107.027M,N/A
2NH.F,"Naturhouse Health, S.A.",1.7150,-0.0550,-3.11%,"3,000",54,104.852M,10.72
YTV.MU,Rokiskio Suris AB,2.9600,0.0000,0.00%,20,0,103.62M,8.00
