HIA1.F,"Hitachi, Ltd.",56.88,-1.10,-1.90%,45,77,53.339B,19.02
MMM.F,3M Company,95.53,+0.75,+0.79%,565,803,53.047B,10.75
MMM.DE,3M Company,94.82,+0.48,+0.51%,"4,314","6,766",52.31B,10.50
1RHA.F,"Recruit Holdings Co., Ltd.",6.20,+0.05,+0.81%,500,8,50.724B,24.80
1RH.F,"Recruit Holdings Co., Ltd.",31.44,+0.02,+0.06%,77,12,50.595B,25.35
NFS.DE,Norfolk Southern Corporation,205.50,+1.50,+0.74%,6,19,47.642B,16.78
NFS.F,Norfolk Southern Corporation,203.50,-1.00,-0.49%,20,15,47.062B,16.71
EMR.F,Emerson Electric Co.,80.54,+1.02,+1.28%,49,174,46.17B,17.21
CIT.F,Cintas Corporation,448.80,+1.00,+0.22%,15,32,46.151B,38.89
EMR.DE,Emerson Electric Co.,80.60,+0.10,+0.12%,101,205,46.063B,17.52
RAA.DE,RATIONAL Aktiengesellschaft,655.00,+22.00,+3.48%,"23,209","8,730",45.942B,37.49
RAA.F,RATIONAL Aktiengesellschaft,632.00,-3.00,-0.47%,2,38,44.328B,35.81
PAR.DE,Parker-Hannifin Corporation,339.70,-1.60,-0.47%,10,135,43.967B,31.14
PAR.F,Parker-Hannifin Corporation,340.80,+3.00,+0.89%,9,17,43.875B,30.90
RAA1.F,RATIONAL Aktiengesellschaft,30.20,-0.20,-0.66%,200,3,42.365B,34.32
RPU.F,"Republic Services, Inc.",131.45,-0.65,-0.49%,7,10,41.926B,29.74
T7D.F,TransDigm Group Incorporated,749.80,+3.60,+0.48%,50,1,41.852B,48.50
TYIA.F,Johnson Controls International plc,59.20,+0.22,+0.37%,25,83,40.617B,30.99
2IS.F,Trane Technologies plc,170.75,+1.95,+1.16%,6,48,39.965B,24.05
VOL3.F,AB Volvo (publ),19.65,+0.22,+1.13%,2,150,39.261B,11.84
VOL4.F,AB Volvo (publ),18.70,+0.20,+1.08%,2,0,39.241B,11.40
DS8.F,DSV A/S,90.50,+0.50,+0.56%,5,0,39.241B,18.25
VOL1.F,AB Volvo (publ),18.75,+0.01,+0.06%,90,237,38.846B,11.57
NVAW.F,Delta Electronics (Thailand) Public Company Limited,3.0400,+0.2200,+7.80%,454,250,39.135B,101.33
DS81.F,DSV A/S,181.80,+0.85,+0.47%,1,40,39.384B,18.53
CO6.F,"Copart, Inc.",79.01,-1.10,-1.37%,40,18,37.835B,35.43
PAE.F,PACCAR Inc,71.72,-0.44,-0.61%,36,13,37.821B,13.21
PCX.F,"Paychex, Inc.",104.20,+1.90,+1.86%,10,32,37.565B,27.21
PCX.DE,"Paychex, Inc.",104.20,+1.50,+1.46%,22,7,37.565B,26.93
4PN.DE,Carrier Global Corporation,42.92,+0.80,+1.90%,"1,362","1,992",36.515B,16.01
4PN.F,Carrier Global Corporation,43.00,+1.00,+2.38%,132,990,36.688B,16.23
DLS.F,Delta Electronics (Thailand) Public Company Limited,2.8000,+0.1040,+3.86%,178,"3,108",35.721B,70.00
LTO.F,Larsen & Toubro Limited,25.40,-0.60,-2.31%,120,86,35.699B,29.20
BSP.F,BAE Systems plc,11.48,+0.16,+1.46%,5,"1,392",35.041B,19.47
BSP.DE,BAE Systems plc,11.44,+0.06,+0.53%,"28,029","22,432",34.919B,19.40
HLAG.F,Hapag-Lloyd Aktiengesellschaft,191.80,-2.00,-1.03%,80,480,33.711B,2.25
BSPA.F,BAE Systems plc,45.20,+0.40,+0.89%,110,16,34.477B,19.07
QMC.F,SMC Corporation,515.00,-5.00,-0.96%,20,0,34.165B,22.45
HRS.F,"L3Harris Technologies, Inc.",177.40,+0.90,+0.51%,30,7,33.939B,39.25
GWW.F,"W.W. Grainger, Inc.",676.00,+7.00,+1.05%,3,2,33.913B,22.00
ODF.F,"Old Dominion Freight Line, Inc.",303.20,+5.60,+1.88%,10,4,33.823B,26.14
CPF0.F,CITIC Limited,5.65,+0.10,+1.80%,15,0,34.6B,3.65
HLAG.DE,Hapag-Lloyd Aktiengesellschaft,187.90,-3.60,-1.88%,"17,208","26,336",33.025B,2.23
4PG.F,Otis Worldwide Corporation,80.74,+0.40,+0.50%,1,17,33.673B,28.84
RWL.F,"Rockwell Automation, Inc.",290.50,+4.00,+1.40%,22,5,33.455B,27.35
CPF.F,CITIC Limited,1.1440,+0.0160,+1.42%,"1,500",259,34.47B,3.69
AK1.F,"AMETEK, Inc.",143.00,+1.00,+0.70%,13,4,33.05B,29.92
UI51.F,"Waste Connections, Inc.",126.00,+1.00,+0.80%,252,197,32.913B,40.91
FUCA.F,Fanuc Corporation,16.80,-0.10,-0.59%,10,36,32.251B,29.47
HLAA.F,Hapag-Lloyd Aktiengesellschaft,93.00,-5.50,-5.58%,100,18,32.691B,2.05
FUC.F,Fanuc Corporation,33.61,-0.26,-0.77%,120,321,32.185B,29.23
J2B.F,Experian plc,34.60,0.00,0.00%,800,208,31.803B,44.36
KNIU.F,Kuehne + Nagel International AG,51.50,0.00,0.00%,5,2,31.721B,13.01
CUM.F,Cummins Inc.,215.10,+0.20,+0.09%,30,11,30.45B,12.76
VA7A.F,"Verisk Analytics, Inc.",204.30,+1.40,+0.69%,1,2,30.153B,46.33
24W5.F,Ferguson plc,137.00,-1.00,-0.72%,8,41,28.459B,16.43
NIB1.F,Nidec Corporation,12.70,+0.40,+3.25%,610,12,29.79B,30.98
NIB.F,Nidec Corporation,51.04,+1.55,+3.13%,38,31,29.629B,30.93
FAS.F,Fastenal Company,51.32,+0.14,+0.27%,350,59,29.306B,28.20
GOB.F,Compagnie de Saint-Gobain S.A.,56.12,+0.02,+0.04%,805,604,28.784B,9.69
GOB.DE,Compagnie de Saint-Gobain S.A.,56.19,+0.02,+0.04%,774,471,28.744B,9.69
24W5.SG,Ferguson plc,137.00,0.00,0.00%,0,1,28.667B,16.21
CSF0.SG,Thales S.A.,26.20,+0.80,+3.15%,0,2,28.678B,24.95
CSF.F,Thales S.A.,135.40,+3.40,+2.58%,225,172,28.581B,26.09
WOSB.DE,Wolters Kluwer N.V.,116.25,+1.15,+1.00%,2,233,28.54B,36.79
0LC.F,Ashtead Group plc,63.50,-0.50,-0.78%,40,8,27.837B,18.41
MIE1.F,Mitsubishi Electric Corporation,13.44,-0.13,-0.96%,200,459,28.411B,21.01
MIE.MU,Mitsubishi Electric Corporation,26.60,-0.20,-0.75%,44,4,28.194B,21.45
WOS.F,Wolters Kluwer N.V.,112.00,+1.00,+0.90%,1,1,28.123B,35.33
WOSB.F,Wolters Kluwer N.V.,113.90,+1.10,+0.98%,280,66,28.123B,35.93
DP4H.F,A.P. Møller - Mærsk A/S,7.90,-0.20,-2.47%,30,158,27.824B,1.20
DP4B.DE,A.P. Møller - Mærsk A/S,"1,639.00",-57.00,-3.36%,19,53,27.57B,1.30
MARA.F,Marubeni Corporation,16.17,+0.52,+3.32%,"4,190","1,226",27.432B,7.38
DP4A.F,A.P. Møller - Mærsk A/S,"1,623.00",-55.00,-3.28%,6,22,27.593B,1.29
DP4B.F,A.P. Møller - Mærsk A/S,"1,628.00",-72.50,-4.26%,43,42,27.312B,1.28
MRI.F,MTR Corporation Limited,4.2800,-0.0200,-0.47%,7,822,27.108B,22.53
0LCA.F,Ashtead Group plc,246.00,0.00,0.00%,200,3,28.056B,17.92
DTG.DE,Daimler Truck Holding AG,32.68,+0.30,+0.93%,6.145M,1.498M,26.91B,8.71
DTG.F,Daimler Truck Holding AG,32.62,+0.23,+0.71%,"18,282","6,901",26.843B,8.70
NYVQ.F,Airports of Thailand Public Company Limited,1.8300,-0.0300,-1.61%,700,89,26.143B,N/A
TX3A.F,Airports of Thailand Public Company Limited,1.8400,-0.0200,-1.08%,"4,500","1,244",26.991B,N/A
VWSB.F,Vestas Wind Systems A/S,25.89,+0.13,+0.50%,"2,497","1,104",26.125B,N/A
DTG1.F,Daimler Truck Holding AG,16.00,-0.20,-1.23%,100,74,26.333B,8.29
VWSA.F,Vestas Wind Systems A/S,8.50,-0.05,-0.58%,114,334,25.762B,N/A
VWSB.DE,Vestas Wind Systems A/S,26.02,+0.50,+1.96%,"20,602","15,833",26.261B,N/A
EFX.F,Equifax Inc.,211.80,-0.10,-0.05%,40,2,25.976B,47.07
UR3.F,"United Rentals, Inc.",377.30,+2.10,+0.56%,3,6,25.932B,13.06
OYC.F,"Delta Air Lines, Inc.",39.18,+0.10,+0.24%,812,433,25.578B,13.65
KC4.F,KONE Oyj,49.67,+0.24,+0.49%,175,202,25.846B,31.24
XY6.F,Xylem Inc.,104.00,+0.50,+0.48%,15,147,24.996B,53.89
KOMA.F,Komatsu Ltd.,25.20,0.00,0.00%,50,5,24.957B,11.56
QAA.F,"Quanta Services, Inc.",170.05,+0.35,+0.21%,59,16,24.862B,53.64
SUMA.F,Sumitomo Corporation,20.20,+0.48,+2.43%,500,393,24.852B,6.10
LRC0.F,Legrand SA,18.10,-0.10,-0.55%,1,0,24.368B,22.62
LRC.F,Legrand SA,91.44,-0.62,-0.67%,230,6,24.323B,22.58
ALZ.F,ASSA ABLOY AB (publ),10.50,-0.20,-1.87%,100,0,23.767B,20.59
GLO.F,Global Payments Inc.,92.50,-0.50,-0.54%,826,"1,345",24.273B,N/A
ALZC.F,ASSA ABLOY AB (publ),21.82,+0.39,+1.82%,"4,040",262,24.661B,22.49
SUMB.F,Sumitomo Corporation,19.20,-0.20,-1.03%,200,14,24.081B,5.93
GLO.DE,Global Payments Inc.,91.80,-0.90,-0.97%,290,32,24.047B,N/A
5GD.F,Ingersoll Rand Inc.,58.50,0.00,0.00%,6,13,24.041B,40.07
SWI0.MU,Swire Pacific Limited,6.35,0.00,0.00%,N/A,0,23.998B,21.17
SVKB.F,Sandvik AB (publ),18.36,+0.17,+0.93%,"1,505","1,740",23.213B,20.18
KOM1.F,Komatsu Ltd.,24.60,-0.60,-2.38%,670,187,23.527B,11.13
JAP0.MU,Central Japan Railway Company,11.40,0.00,0.00%,N/A,0,23.242B,23.75
SVK.F,Sandvik AB (publ),17.40,-0.10,-0.57%,12,0,22.867B,18.51
FJIA.F,FUJIFILM Holdings Corporation,56.50,-0.50,-0.88%,20,4,22.884B,16.38
JAP.F,Central Japan Railway Company,115.00,0.00,0.00%,90,5,22.845B,23.91
C2L.F,CRRC Corporation Limited,0.5600,+0.0100,+1.82%,50,"7,942",22.951B,11.20
A440.F,"Aena S.M.E., S.A.",14.30,+0.10,+0.70%,20,0,22.47B,19.59
FJI.F,FUJIFILM Holdings Corporation,56.00,-1.06,-1.86%,90,14,22.682B,16.37
A44.F,"Aena S.M.E., S.A.",147.35,-1.35,-0.91%,30,0,22.11B,20.35
RY4D.F,Ryanair Holdings plc,97.00,0.00,0.00%,6,2,22.093B,17.26
2CKA.F,CK Hutchison Holdings Limited,5.55,0.00,0.00%,18,31,21.94B,4.87
2CK.F,CK Hutchison Holdings Limited,5.68,-0.00,-0.04%,"2,402",168,21.762B,4.90
SIA.MU,Singapore Airlines Limited,10.50,0.00,0.00%,60,1,21.538B,21.43
CNO.F,China Railway Group Limited,0.5978,+0.0096,+1.63%,600,"1,099",22.797B,3.74
VVD.DE,Veolia Environnement SA,29.23,+0.22,+0.76%,"2,309","4,087",20.645B,26.33
UFGD.F,"Ferrovial, S.A.",27.60,0.00,0.00%,50,0,20.954B,162.35
UFG.F,"Ferrovial, S.A.",29.04,0.00,0.00%,72,61,21.041B,170.82
3ADA.MU,Epiroc AB (publ),17.30,+0.10,+0.58%,60,0,20.87B,27.90
VVDH.SG,Veolia Environnement SA,14.40,-0.50,-3.36%,0,8,20.244B,24.83
VVDH.F,Veolia Environnement SA,14.50,+0.10,+0.69%,236,46,20.632B,26.36
VVD.F,Veolia Environnement SA,29.26,+0.17,+0.58%,655,"1,056",20.61B,26.36
ZTOA.F,ZTO Express (Cayman) Inc.,25.00,-0.40,-1.57%,232,9,20.744B,20.33
ZTOB.F,ZTO Express (Cayman) Inc.,25.20,-0.20,-0.79%,60,12,20.91B,20.49
3AD1.F,Epiroc AB (publ),17.58,+0.26,+1.50%,1,29,20.222B,27.90
TAH0.MU,Toyota Industries Corporation,65.00,+0.50,+0.78%,10,0,20.213B,15.85
C6G.F,"COSCO SHIPPING Holdings Co., Ltd.",0.8230,-0.0005,-0.06%,"1,320","4,466",20.161B,1.16
C6G0.F,"COSCO SHIPPING Holdings Co., Ltd.",4.0000,0.0000,0.00%,900,54,20.158B,1.12
TAH.F,Toyota Industries Corporation,64.00,-1.50,-2.29%,35,7,20.056B,15.61
3AD2.F,Epiroc AB (publ),14.83,0.00,0.00%,810,58,19.896B,23.92
RY4C.DE,Ryanair Holdings plc,16.97,+0.31,+1.89%,"17,624","34,681",19.546B,15.02
RY4C.F,Ryanair Holdings plc,16.92,+0.26,+1.59%,50,870,19.488B,14.85
EJR.F,East Japan Railway Company,50.50,-0.40,-0.79%,17,8,19.118B,46.76
EJR0.F,East Japan Railway Company,8.30,-0.20,-2.35%,N/A,0,19.111B,46.11
SWN.F,Southwest Airlines Co.,30.85,+0.20,+0.65%,38,175,19.082B,29.38
XY6.DE,Xylem Inc.,104.00,+0.65,+0.63%,3,226,19.015B,55.32
DOV.F,Dover Corporation,134.20,+0.20,+0.15%,100,8,18.791B,19.01
NJB.F,NIBE Industrier AB (publ),9.12,+0.01,+0.13%,"3,236","4,558",18.627B,48.00
RTO1.F,Rentokil Initial plc,7.42,+0.04,+0.49%,591,10,18.721B,57.11
RTO.F,Rentokil Initial plc,35.60,-0.20,-0.56%,14,0,18.652B,53.13
CYY.F,China Communications Construction Company Limited,0.5600,-0.0050,-0.88%,"3,500",707,18.258B,3.73
ENR0.F,Siemens Energy AG,23.00,0.00,0.00%,150,458,18.535B,N/A
KYRA.F,Kyocera Corporation,51.00,-1.00,-1.92%,1,2,18.451B,18.61
HC1A.F,HEICO Corporation,121.00,0.00,0.00%,25,1,18.373B,47.64
TIB.F,Techtronic Industries Company Limited,49.00,+0.20,+0.41%,16,0,18.313B,17.25
