Ngày,Giá điều chỉnh,Giá đóng cửa,Thay đổi (+/-%),GD khớp lệnh_KL,GD khớp lệnh_GT,GD thỏa thuận_KL,GD thỏa thuận_GT,Giá mở cửa,Giá cao nhất, Giá thấp nhất
05/01/2022,53.88,94.00,-1.00,"1,543,900","146,848,000,000","80,000","8,128,000,000",93.70,99.00,92.50
04/01/2022,54.45,95.00,-5.20,"2,197,800","213,078,000,000",0,0,98.60,99.00,95.00
31/12/2021,57.43,100.20,-4.30,"2,483,400","247,892,000,000",0,0,105.30,105.30,97.20
30/12/2021,59.89,104.50,0.50,"972,300","102,719,000,000",0,0,104.50,107.50,103.00
29/12/2021,59.61,104.00,3.00,"574,100","58,873,000,000",0,0,100.10,104.50,99.50
28/12/2021,57.89,101.00,3.00,"705,900","70,044,000,000",0,0,99.00,101.00,96.10
27/12/2021,56.17,98.00,3.90,"1,364,500","135,542,000,000",0,0,97.90,100.60,95.40
24/12/2021,53.93,94.10,6.10,"1,421,400","131,221,000,000",0,0,88.00,94.10,87.30
23/12/2021,50.44,88.00,0.50,"1,146,600","100,772,000,000",0,0,87.30,89.90,86.30
22/12/2021,50.15,87.50,0.80,"993,500","86,621,000,000",0,0,85.30,89.90,85.30
21/12/2021,49.69,86.70,-0.50,"1,554,800","137,455,000,000",0,0,91.30,92.20,85.10
20/12/2021,49.98,87.20,5.70,"1,032,100","89,415,000,000",0,0,83.90,87.20,82.00
17/12/2021,46.71,81.50,5.30,"1,638,700","127,881,000,000",0,0,76.10,81.50,75.00
16/12/2021,43.67,76.20,-0.80,"1,083,600","83,039,000,000",0,0,77.80,77.90,75.60
15/12/2021,44.13,77.00,0.50,"1,146,100","88,105,000,000",0,0,76.50,78.80,75.50
14/12/2021,43.85,76.50,0.80,"1,646,200","126,392,000,000","20,000","1,440,000,000",75.90,79.00,73.90
13/12/2021,43.39,75.70,3.90,"1,787,200","133,367,000,000",0,0,71.90,76.80,71.90
10/12/2021,41.15,71.80,3.00,"2,154,000","151,835,000,000",0,0,70.90,71.80,69.40
09/12/2021,39.43,68.80,4.50,"1,729,900","116,457,000,000",0,0,64.50,68.80,63.40
08/12/2021,36.85,64.30,2.20,"1,102,600","69,315,000,000",0,0,62.30,64.30,61.50
07/12/2021,35.59,62.10,2.10,"1,086,100","66,098,000,000",0,0,61.00,62.30,59.70
06/12/2021,34.39,60.00,-2.00,"1,466,100","88,583,000,000",0,0,61.50,62.10,58.50
03/12/2021,35.53,62.00,-1.00,"1,117,900","69,704,000,000","30,000","2,022,000,000",63.00,63.80,61.10
02/12/2021,36.11,63.00,1.50,"1,696,900","106,261,000,000",0,0,61.70,64.20,61.00
01/12/2021,35.25,61.50,3.50,"2,008,300","120,988,000,000",0,0,58.80,61.60,58.00
30/11/2021,33.24,58.00,0.70,"1,094,400","64,386,000,000",0,0,58.20,59.80,57.70
29/11/2021,32.84,57.30,-0.90,"1,112,200","63,661,000,000",0,0,57.00,58.00,56.70
26/11/2021,33.36,58.20,-1.20,"1,175,600","69,033,000,000",0,0,60.30,60.30,58.00
25/11/2021,34.04,59.40,0.50,"988,200","58,596,000,000",0,0,59.00,60.00,58.80
24/11/2021,33.76,58.90,-0.10,"838,900","49,735,000,000",0,0,60.00,60.30,58.50
23/11/2021,33.82,59.00,3.10,"1,137,900","66,009,000,000",0,0,55.90,59.50,55.90
22/11/2021,32.04,55.90,-3.10,"1,801,000","102,558,000,000",0,0,57.90,59.00,55.50
19/11/2021,33.82,59.00,-1.50,"1,671,900","98,798,000,000",0,0,60.30,61.30,56.80
18/11/2021,34.67,60.50,-0.30,"811,000","49,335,000,000",0,0,61.30,61.40,60.00
17/11/2021,34.85,60.80,2.80,"1,836,300","109,277,000,000",0,0,58.10,61.00,57.50
16/11/2021,33.24,58.00,-1.20,"1,167,200","68,292,000,000","25,000","1,450,000,000",58.60,59.20,57.50
15/11/2021,33.93,59.20,0.90,"1,373,100","81,689,000,000","41,500","2,357,200,000",60.00,60.90,58.10
12/11/2021,33.41,58.30,3.80,"2,069,400","117,132,000,000",0,0,55.00,58.30,54.20
11/11/2021,31.24,54.50,-0.30,"1,541,400","84,640,000,000",0,0,55.20,56.00,53.90
10/11/2021,31.41,54.80,0.60,"1,332,000","72,766,000,000",0,0,53.90,55.80,53.70
09/11/2021,31.06,54.20,-0.60,"1,082,000","58,940,000,000","44,000","2,244,000,000",55.00,55.50,54.00
08/11/2021,31.41,54.80,-0.70,"1,057,100","58,343,000,000",0,0,55.50,56.10,54.50
05/11/2021,31.81,55.50,1.10,"1,251,700","68,428,000,000",0,0,54.40,56.30,53.50
04/11/2021,31.18,54.40,1.80,"1,862,800","100,252,000,000",0,0,52.60,55.40,52.50
03/11/2021,30.15,52.60,-3.80,"2,407,900","132,071,000,000",0,0,57.00,57.00,52.50
02/11/2021,32.33,56.40,1.50,"1,907,600","105,317,000,000",0,0,55.00,57.10,53.00
01/11/2021,31.47,54.90,2.80,"3,028,900","165,610,000,000",0,0,53.00,55.70,52.60
29/10/2021,29.86,52.10,0.20,"1,247,900","64,631,000,000",0,0,52.00,52.50,51.30
28/10/2021,29.75,51.90,0.80,"1,597,400","83,010,000,000",0,0,52.80,52.80,51.10
27/10/2021,29.29,51.10,3.25,"3,971,100","199,090,000,000","50,000","2,250,000,000",47.85,51.10,47.85
26/10/2021,27.42,47.85,0.55,"807,600","37,975,000,000",0,0,47.00,47.85,46.10
25/10/2021,27.11,47.30,-0.40,"1,122,700","53,788,000,000",0,0,48.00,48.55,47.30
22/10/2021,27.34,47.70,0.30,"1,360,900","64,845,000,000",0,0,47.40,48.30,47.00
21/10/2021,27.17,47.40,1.40,"1,273,100","58,870,000,000",0,0,46.00,47.40,45.60
20/10/2021,26.36,46.00,-0.95,"2,201,200","101,954,000,000",0,0,46.95,46.95,45.30
19/10/2021,26.91,46.95,-0.25,"722,600","33,956,000,000",0,0,47.20,47.20,46.85
18/10/2021,27.05,47.20,-0.50,"981,300","46,522,000,000",0,0,47.80,47.95,47.05
15/10/2021,27.34,47.70,0.70,"2,016,500","96,544,000,000",0,0,47.10,48.60,47.00
14/10/2021,26.94,47.00,0.10,"989,600","46,637,000,000",0,0,46.80,47.80,46.80
13/10/2021,26.88,46.90,-0.65,"1,262,900","59,702,000,000",0,0,47.80,47.80,46.90
12/10/2021,27.25,47.55,0.25,"1,282,600","60,755,000,000",0,0,47.10,48.00,46.90
11/10/2021,27.11,47.30,-0.70,"2,131,600","100,891,000,000",0,0,47.95,47.95,46.90
08/10/2021,27.51,48.00,-0.50,"1,390,500","66,864,000,000",0,0,48.60,48.60,47.60
07/10/2021,27.80,48.50,0.95,"1,492,100","71,941,000,000",0,0,47.95,48.60,47.90
